WT at 42C_1,ALE1 at 42C,WT at 42C_2,ALE2 at 42C,WT at 42C_3,ALE3 at 42C,WT at 42C_4,ALE4 at 42C,WT at 42C_5,ALE5 at 42C,WT at 42C_6,ALE6 at 42C,WT at 42C_7,ALE7 at 42C,WT at 42C_8,ALE8 at 42C,WT at 42C_9,ALE9 at 42C,WT at 42C_10,ALE10 at 42C
174.041,127.959,179.778,161.954,194.196,176.432,177.069,110.726,193.005,170.771,180.509,133.263,176.411,153.372,176.69,95.494,189.548,194.739,181.942,107.574
87.3919,60.7719,90.2729,77.592,97.5125,87.4374,88.9126,58.8408,96.9144,94.4475,90.6396,74.8745,88.5823,77.7238,88.7224,49.4579,95.1787,99.5192,91.3594,48.9939
0,111.574,0,83.3739,0,63.4488,0,104.771,0,111.927,0,96.5022,0,38.2425,0,125.816,0,97.533,0,73.854
114.881,103.016,118.668,97.8674,128.184,103.572,116.88,127.118,127.398,85.7306,119.15,135.086,116.445,158.994,116.629,157.664,125.117,107.019,120.096,116.378
136.918,356.007,141.431,132.727,152.774,152.81,139.3,102.169,151.837,90.8505,142.006,309.98,138.783,163.517,139.002,219.455,149.117,125.832,143.134,171.163
1208.52,1692.72,1248.37,1161.75,1348.48,835.148,1229.55,1225.84,1340.21,933.24,1253.44,1396.48,1224.99,1608.91,1226.92,1992.03,1316.21,1389.06,1263.39,1584.02
38.6113,25.4673,39.8842,31.7809,43.0827,46.5222,39.2831,23.405,42.8185,54.1949,40.0462,33.447,39.1372,82.0316,39.1991,16.4054,42.0516,60.6424,40.3642,18.9118
574.653,871.512,593.597,603.459,641.202,476.961,584.652,283.723,637.269,490.419,596.009,326.207,582.48,453.191,583.402,207.416,625.856,688.838,600.742,136.277
54.3111,24.7985,56.1015,19.0445,60.6006,49.4236,55.2561,17.7697,60.229,34.2996,56.3294,31.8051,55.0508,22.1407,55.1379,24.0041,59.1503,46.5465,56.7767,18.3553
47.7329,35.2551,49.3065,14.5594,53.2607,10.6748,48.5635,22.4746,52.9341,11.1159,49.5068,27.4045,48.3831,11.0939,48.4596,51.7898,51.986,15.6384,49.8999,16.681
0,30.4679,0,29.0627,0,17.4722,0,13.7723,0,45.3102,0,11.6756,0,119.639,0,52.3827,0,0,0,0
373.258,258.195,385.563,338.442,416.483,409.83,379.752,502.013,413.929,439.629,387.129,188.071,378.342,259.46,378.94,394.081,406.516,568.744,390.203,422.581
69.6267,7.23531,71.922,46.1886,77.6899,65.3932,70.8382,16.9025,77.2134,75.6896,72.2142,7.2169,70.575,21.1662,70.6867,8.87299,75.8305,28.4829,72.7876,9.6051
41.5461,2628.39,42.9157,36.6907,46.3574,6.951,42.269,421.006,46.0731,5.81535,43.09,1804.38,42.112,2858.99,42.1786,1828.6,45.2479,6.3271,43.4322,1914.66
11.7263,1073.45,12.1129,0,13.0843,0,11.9303,0,13.004,4.28183,12.1621,1177.08,11.886,1328.08,11.9048,147.161,12.7711,0,12.2586,183.411
6.63268,376.92,6.85134,14.862,7.40079,10.3281,6.74809,7.12737,7.3554,9.73637,6.87917,255.761,6.72303,975.488,6.73366,15.9799,7.22367,11.0717,6.9338,24.5936
95.6355,230.901,98.7882,90.3252,106.711,86.7938,97.2996,69.8274,106.056,75.6777,99.1895,158.302,96.9381,710.201,97.0914,76.5499,104.157,93.4976,99.9772,62.4158
0,0,0,14.5314,0,17.4722,0,0,0,22.6551,0,23.3512,0,119.639,0,0,0,0,0,28.1104
1.31862,0.259116,1.36209,0,1.47133,0,1.34157,0,1.4623,0.135007,1.36763,0.77073,1.33658,0.922294,1.3387,0.935366,1.43611,0.266874,1.37849,0.272663
9.39698,4.34085,9.70677,5.50163,10.4852,9.51476,9.56049,13.3344,10.4209,7.79331,9.7462,18.5318,9.52497,10.3773,9.54004,20.865,10.2343,9.98892,9.82359,11.968
9.67289,12.3667,9.99177,14.3255,10.7931,12.0442,9.8412,19.4731,10.7269,18.0828,10.0324,32.092,9.80464,18.344,9.82015,15.8214,10.5348,17.4712,10.112,23.1032
71.1976,100.969,73.5447,98.6184,79.4427,109.612,72.4364,152.024,78.9554,81.9819,73.8434,84.7782,72.1673,99.5421,72.2814,141.492,77.5414,106.416,74.4298,119.604
12.9906,10.726,13.4188,4.05619,14.495,6.41569,13.2166,4.52794,14.4061,5.00622,13.4733,10.6006,13.1675,4.33192,13.1883,12.6953,14.148,4.97971,13.5803,4.35154
4.7641,9.88096,4.92115,2.55032,5.31581,4.43731,4.847,7.12761,5.28321,5.00302,4.94114,5.09523,4.82899,7.43829,4.83663,8.08907,5.18859,5.49797,4.98038,7.99793
8.5506,2.19475,8.83249,0,9.54082,3.05077,8.69939,10.4514,9.4823,4.52309,8.86836,6.81875,8.66707,2.13681,8.68078,10.3094,9.31248,5.11466,8.93879,6.20385
3.49942,2.65025,3.61478,2.9825,3.90467,3.75071,3.56031,4.59973,3.88072,1.79099,3.62946,3.03673,3.54708,1.7919,3.55269,5.29083,3.81122,3.14508,3.65829,4.73073
3.68389,0,3.80534,1.06647,4.11051,2.25015,3.74799,1.53217,4.0853,1.79211,3.8208,2.06318,3.73407,3.57326,3.73998,2.89866,4.01213,0.295931,3.85114,1.50722
1.57885,1.22907,1.6309,0.811088,1.76169,1.40758,1.60632,0.905954,1.75088,1.27137,1.63752,0.257682,1.60035,1.08691,1.60288,2.42443,1.71952,2.52338,1.65052,0.961966
7.80662,14.4415,8.06397,10.0791,8.71067,11.6335,7.94245,9.92848,8.65725,5.16017,8.09673,27.3572,7.91295,20.2741,7.92546,20.7966,8.5022,2.89554,8.16103,10.9724
27.8994,32.6578,28.8191,23.8419,31.1303,18.2549,28.3849,7.37935,30.9394,12.0696,28.9362,31.1903,28.2794,6.65132,28.3241,11.6818,30.3853,14.6856,29.166,7.81011
467.105,456.72,482.504,700.198,521.199,699.008,475.233,568.438,518.002,682.982,484.464,1132.65,473.467,519.056,474.216,781.104,508.725,690.984,488.311,604.887
347.506,361.695,358.962,349.319,387.749,407.148,353.553,433.404,385.371,409.126,360.42,528.67,352.239,346.766,352.796,433.044,378.469,440.385,363.282,417.172
339.477,458.687,350.669,471.93,378.791,443.507,345.384,493.386,376.468,441.927,352.093,651.953,344.101,431.672,344.645,511.119,369.725,478.689,354.889,606.457
125.479,153.922,129.616,125.347,140.011,142.279,127.663,137.082,139.152,195.104,130.142,181.842,127.188,202.255,127.39,138.503,136.66,194.106,131.176,168.661
854.196,512.763,882.356,729.705,953.117,892.13,869.06,550.059,947.272,940.631,885.94,605.394,865.831,659.027,867.2,427.126,930.307,955.97,892.976,402.95
586.716,407.839,606.058,549.624,654.661,660.636,596.925,303.739,650.646,649.861,608.519,545.175,594.707,455.101,595.648,316.088,638.993,659.706,613.352,270.991
924.098,550.821,954.562,682.475,1031.11,780.658,940.178,317.587,1024.79,984.419,958.44,367.354,936.685,676.93,938.166,412.97,1006.44,972.711,966.051,315.555
10.1855,3.41376,10.5213,3.9158,11.3651,7.06723,10.3628,10.4349,11.2954,7.38239,10.564,4.68142,10.3243,5.04631,10.3406,7.16395,11.0931,4.38732,10.6479,4.7687
0,3.20727,0,5.89899,0,0.596915,0,0,0,3.49425,0,2.9998,0,5.72309,0,2.96561,0,1.52523,0,2.07052
0,2.68314,0,0,0,9.31369,0,2.767,0,1.80587,0,0.879751,0,5.60788,0,0.84853,0,3.87409,0,2.387
2.69674,2.76183,2.78565,4.97553,3.00904,7.19495,2.74367,0.998375,2.99059,6.0995,2.79696,3.63654,2.73348,2.51649,2.7378,0.610425,2.93703,4.53686,2.81917,7.82545
11.188,13.0219,11.5568,17.1513,12.4836,13.0808,11.3827,16.3911,12.4071,8.08841,11.6038,19.8075,11.3404,9.86289,11.3583,9.44364,12.1849,8.16841,11.6959,10.4865
53.0295,14.2288,54.7777,59.4036,59.1707,93.3079,53.9523,35.294,58.8078,72.2185,55.0002,35.1269,53.7518,15.1658,53.8368,19.5631,57.7545,78.9139,55.437,16.399
234.539,125.106,242.271,107.088,261.7,234.686,238.62,147.061,260.095,367.522,243.255,94.8414,237.733,234.59,238.109,121.561,255.437,249.643,245.186,147.163
63.4569,41.1587,65.5488,62.1588,70.8056,78.4639,64.561,53.2942,70.3713,88.7464,65.8151,53.1714,64.3212,63.5876,64.4229,45.9526,69.111,82.7582,66.3377,46.4837
64.7952,63.8828,66.9312,99.7299,72.2989,115.335,65.9226,80.5838,71.8555,118.529,67.2031,125.123,65.6777,69.1852,65.7816,85.3631,70.5685,168.014,67.7368,82.2069
173.581,73.3465,179.304,152.556,193.683,124.558,176.602,111.731,192.495,129.627,180.032,80.9158,175.946,54.7182,176.224,96.2212,189.048,161.049,181.462,86.0129
198.3,89.6667,204.838,178.491,221.265,147.857,201.751,174.279,219.908,130.294,205.67,117.897,201.001,94.459,201.319,116.71,215.969,169.834,207.303,96.6421
14.4736,14.9874,14.9507,12.8612,16.1497,17.0903,14.7254,26.1524,16.0507,17.8028,15.0115,19.8837,14.6707,30.3557,14.6939,26.458,15.7632,17.6944,15.1307,23.9343
184.82,1879.44,190.913,173.595,206.224,155.953,188.036,296.107,204.959,135.93,191.689,681.685,187.338,298.178,187.634,401.977,201.288,241.382,193.211,396.136
100.112,108.145,103.412,50.3933,111.705,77.5745,101.853,58.9314,111.02,76.768,103.832,163.873,101.475,140.961,101.636,75.713,109.032,64.0012,104.656,83.0452
268.745,551.625,277.604,217.228,299.867,257.106,273.421,357.258,298.028,208.798,278.732,746.722,272.405,404.507,272.836,542.347,292.69,224.292,280.945,462.183
113.631,104.757,117.377,145.165,126.79,76.7089,115.608,220.222,126.013,118.409,117.854,69.5034,115.179,169.3,115.361,236.325,123.756,133.754,118.79,154.513
332.713,133.666,343.681,381.727,371.243,319.276,338.502,252.251,368.966,287.813,345.077,190.555,337.245,114.346,337.778,180.097,362.358,298.989,347.818,156.238
591.354,678.524,610.849,986.822,659.837,429.819,601.644,5235.3,655.79,181.642,613.33,339.114,599.409,182.434,600.357,6163.02,644.045,192.972,618.201,5909.45
391.407,1168.38,404.31,290.85,436.734,382.182,398.217,1539.5,434.056,137.999,405.953,896.045,396.738,84.8695,397.366,2388.04,426.282,77.3333,409.176,3142.48
74.0731,640.159,76.5151,58.7718,82.6513,115.474,75.362,175.605,82.1444,51.2907,76.8259,344.013,75.0821,41.289,75.2008,207.749,80.6732,21.0463,77.436,463.466
4.66589,11.0427,4.81971,7.11211,5.20623,7.89622,4.74708,16.8657,5.1743,8.50719,4.83929,8.93156,4.72944,8.70354,4.73692,13.3827,5.08163,6.06552,4.87772,17.5713
55.546,44.4782,57.3771,49.5311,61.9785,52.8749,56.5125,52.9537,61.5984,37.8809,57.6102,92.2918,56.3025,49.1667,56.3916,74.87,60.4952,39.6205,58.0677,68.66
91.8324,85.7401,94.8598,102.138,102.467,113.599,93.4303,112.983,101.839,120.583,95.2452,165.132,93.0832,92.0679,93.2305,157.768,100.015,94.6589,96.0015,122.79
284.203,146.154,293.572,752.383,317.116,1169.32,289.148,514.485,315.171,1046.77,294.765,226.189,288.074,165.698,288.53,502.923,309.526,919.858,297.105,242.154
25.5623,40.1449,26.405,33.5016,28.5226,27.6868,26.0071,12.3803,28.3477,15.8129,26.5123,28.242,25.9105,11.8999,25.9515,24.7716,27.84,21.0742,26.7228,15.8277
57.53,206.487,59.4265,14.7498,64.1923,39.5834,58.531,19.6111,63.7986,18.6186,59.6679,103.846,58.3136,148.481,58.4058,24.6147,62.656,20.7293,60.1418,21.3311
99.5419,367.218,102.823,24.3588,111.07,37.4773,101.274,20.5636,110.388,17.9233,103.241,151.01,100.898,228.032,101.057,57.5531,108.411,25.8028,104.061,53.5801
344.615,1006.97,355.975,155.32,384.523,197.3,350.611,98.7534,382.165,82.6835,357.421,382.607,349.309,294.21,349.861,181.696,375.32,228.04,360.26,222.657
32.4183,15.2585,33.487,15.6923,36.1725,19.4571,32.9823,21.9612,35.9506,14.9343,33.623,24.1513,32.8598,14.4632,32.9118,27.3302,35.3068,11.2454,33.89,28.9387
9.51518,10.2802,9.82886,8.85574,10.6171,11.8441,9.68074,15.6839,10.552,10.7942,9.86878,10.6657,9.64478,16.0332,9.66003,16.6208,10.363,5.63724,9.94715,14.5851
163.532,105.585,168.923,208.98,182.47,233.641,166.378,126.036,181.351,188.744,169.609,157.662,165.76,131.083,166.022,131.796,178.103,239.339,170.956,101.305
110.361,60.5596,113.999,66.8372,123.141,143.996,112.281,53.2553,122.386,122.375,114.462,87.3175,111.864,78.962,112.041,33.778,120.194,132.101,115.371,44.2434
46.9051,37.7595,48.4514,42.7109,52.3371,106.351,47.7213,52.09,52.0161,83.4957,48.6483,13.4888,47.544,39.4731,47.6192,29.1256,51.0845,129.339,49.0346,23.9685
23.8894,8.77749,24.677,12.8428,26.656,17.5901,24.3051,13.5644,26.4925,13.792,24.7772,7.048,24.2148,8.18044,24.2531,12.4062,26.018,11.2688,24.974,10.6015
0,8.31343,0,13.5068,0,8.73712,0,17.8516,0,4.58959,0,1.87166,0,12.9529,0,0,0,13.2729,0,16.1116
438.698,289.74,453.16,285.102,489.502,332.796,446.332,341.006,486.5,234.064,455.001,217.557,444.673,355.802,445.377,382.108,477.787,291.533,458.614,294.523
534.249,316.008,551.862,319.099,596.119,413.024,543.545,301.692,592.463,235.478,554.103,275.507,541.526,374.657,542.383,391.954,581.852,308.465,558.504,297.579
624.832,574.153,645.43,483.222,697.191,597.616,635.704,612.668,692.915,354.021,648.052,459.406,633.342,519.17,634.344,674.902,680.505,519.835,653.198,496.884
341.908,373.818,353.179,223.514,381.503,273.131,347.857,194.489,379.163,182.3,354.614,279.942,346.565,233.505,347.113,226.862,372.372,261.564,357.43,167.61
497.351,591.913,513.747,437.911,554.947,526.894,506.005,440.755,551.544,360.982,515.834,453.215,504.125,636.263,504.922,599.372,541.666,448.244,519.93,528.219
1739.03,4033.2,1796.36,3734.88,1940.42,3145.37,1769.29,3070.46,1928.52,2268.07,1803.65,4133.42,1762.71,4631.21,1765.5,3641.98,1893.98,3508.19,1817.98,2631.49
37.9462,26.6975,39.1972,26.6357,42.3407,17.509,38.6065,15.1679,42.081,20.0668,39.3564,18.633,38.4631,15.2661,38.5239,19.057,41.3273,15.6123,39.669,22.7196
14.135,34.4601,14.601,32.79,15.7719,10.9593,14.381,10.3325,15.6752,17.1295,14.6603,27.6096,14.3275,43.2528,14.3502,11.3747,15.3945,16.0026,14.7767,17.0827
124.832,195.088,128.947,104.116,139.288,128.925,127.004,213.451,138.434,130.361,129.471,271.497,126.532,216.898,126.732,272.849,135.954,134.303,130.499,199.527
52.1557,85.3864,53.8751,26.8813,58.1957,32.4757,53.0633,36.4305,57.8388,23.3718,54.094,55.5949,52.8661,90.2367,52.9497,67.7124,56.8029,26.5575,54.5235,49.9323
178.683,333.029,184.573,142.745,199.376,128.807,181.792,200.66,198.153,133.265,185.323,386.771,181.117,577.309,181.403,325.17,194.604,172.92,186.795,276.54
46.903,105.497,48.4492,34.9625,52.3347,30.3173,47.7192,42.5425,52.0137,21.335,48.6461,131.553,47.5419,44.1653,47.6171,80.638,51.0822,46.0803,49.0324,67.73
0,1.20969,0,0,0,0,0,0,0,0.469591,0,0,0,0,0,0.651207,0,0.155276,0,0.315863
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.7277,8.04259,47.2352,3.27815,51.0233,1.21628,46.5234,3.47067,50.7104,10.4163,47.4271,0,46.3506,5.39238,46.4239,0,49.8022,5.50397,47.8037,2.85349
69.0937,18.6067,71.3714,12.3053,77.0951,9.33651,70.2959,6.94659,76.6223,20.2972,71.6613,18.5085,70.0348,10.6833,70.1455,18.2648,75.25,29.7672,72.2304,10.4142
51.8335,48.2965,53.5423,46.091,57.8362,16.5577,52.7354,78.1676,57.4815,20.4665,53.7598,36.0698,52.5395,37.1522,52.6226,130.674,56.452,16.1421,54.1867,90.706
147.739,93.6077,152.61,87.3441,164.849,84.8777,150.31,72.9546,163.838,85.5071,153.23,143.658,149.752,101.527,149.989,115.626,160.903,86.603,154.447,92.5489
97.9585,24.5627,101.188,25.8282,109.303,36.8061,99.663,21.8216,108.632,33.5281,101.599,40.5354,99.2927,26.8341,99.4498,35.5656,106.687,32.6684,102.406,32.9177
17.2866,1.86112,17.8565,6.26556,19.2885,4.9693,17.5874,5.09746,19.1702,6.81483,17.929,4.11397,17.5221,4.30154,17.5498,4.90229,18.8269,10.6317,18.0714,3.54539
13.7897,1.30706,14.2443,2.2646,15.3866,3.70364,14.0296,4.28861,15.2922,7.73572,14.3021,2.29421,13.9775,3.53766,13.9996,0.614455,15.0184,6.65033,14.4157,0.889711
34.98,11.6209,36.1332,15.4192,39.0309,16.4657,35.5887,15.6713,38.7915,18.7005,36.28,3.36214,35.4565,11.4302,35.5125,13.3386,38.0968,25.2891,36.5681,9.57993
433.71,256.736,448.008,300.908,483.936,266.638,441.256,182.664,480.968,347.814,449.828,201.121,439.617,220.379,440.312,274.672,472.354,322.553,453.4,226.014
385.491,315.205,398.199,378.612,430.133,284.43,392.199,284.074,427.495,378.351,399.817,169.696,390.742,185.788,391.36,300.657,419.839,383.523,402.992,246.074
318.763,203.521,329.271,255.268,355.677,211.998,324.309,146.559,353.496,241.218,330.609,116.729,323.104,156.671,323.615,147.826,347.165,246.744,333.234,155.969
220.244,154.272,227.504,214.888,245.749,179.328,224.076,107.082,244.242,195.003,228.428,116.898,223.243,95.0157,223.596,151.334,239.868,192.469,230.242,120.205
777.016,558.885,802.631,801.558,866.999,525.295,790.536,610.187,861.682,625.406,805.892,294.086,787.599,327.933,788.845,669.346,846.249,595.882,812.291,477.909
64.5572,54.192,66.6854,37.5939,72.0333,59.6624,65.6805,58.666,71.5916,43.9568,66.9563,102.674,65.4365,92.3368,65.54,97.3311,70.3094,32.3869,67.488,78.2233
1435.78,568.949,1483.11,1702.86,1602.05,1332.69,1460.76,717.431,1592.22,1246.42,1489.13,482.614,1455.33,147.09,1457.64,1289.45,1563.71,1498.75,1500.96,550.296
624.693,595.728,645.287,761.167,697.036,587.246,635.563,1079.66,692.761,431.942,647.908,748.715,633.201,402.328,634.203,1373.48,680.354,485.055,653.053,1290.22
150.552,110.743,155.515,101.832,167.987,146.695,153.172,75.9014,166.957,97.5116,156.147,209.779,152.603,92.3727,152.844,93.8425,163.967,102.398,157.387,107.628
183.586,179.263,189.639,214.981,204.847,220.569,186.781,179.848,203.59,165.62,190.409,331.163,186.087,185.107,186.381,330.279,199.944,185.338,191.921,302.817
118.332,145.633,122.233,174.793,132.036,149.076,120.391,187.169,131.226,171.299,122.73,204.063,119.944,174.587,120.134,247.602,128.876,155.716,123.704,185.232
156.975,110.597,162.15,108.866,175.154,121.044,159.707,152.297,174.08,139.077,162.809,139.406,159.114,131.189,159.365,132.947,170.962,138.654,164.102,123.693
0,47.8096,0,72.7928,0,50.1673,0,76.5292,0,74.022,0,66.4376,0,85.8476,0,85.154,0,67.6502,0,55.6697
209.078,82.1076,215.971,130.534,233.291,175.045,212.716,133.28,231.86,140.779,216.848,138.06,211.926,127.883,212.261,154.302,227.707,217.401,218.57,162.956
72.6815,93.6512,75.0775,86.1676,81.0984,89.7925,73.9462,104.274,80.6011,70.4628,75.3825,138.389,73.6714,74.2079,73.788,158.639,79.1575,84.5066,75.9811,117.932
27.5988,93.5517,28.5087,79.6231,30.795,54.4524,28.0791,99.1144,30.6061,47.5919,28.6245,108.273,27.9747,94.1051,28.019,94.1632,30.0579,89.457,28.8518,71.1186
113.798,98.695,117.549,126.367,126.976,290.869,115.778,149.737,126.197,134.001,118.027,280.306,115.348,111.917,115.53,116.668,123.937,255.062,118.964,95.5304
41.7204,24.9404,43.0958,28.247,46.5519,51.3825,42.4464,30.9601,46.2664,56.0858,43.2708,26.8757,42.2887,32.9586,42.3555,21.1372,45.4378,48.0361,43.6145,19.7082
433.795,589.404,448.095,507.986,484.031,556.057,441.343,558.757,481.062,389.534,449.916,470.348,439.703,574.01,440.399,620.853,472.447,455.355,453.489,501.294
43.1442,54.3258,44.5665,38.2682,48.1406,47.9262,43.8949,55.982,47.8453,40.974,44.7475,41.119,43.7318,82.2173,43.801,53.4669,46.9884,38.9629,45.1029,51.992
7.25319,10.146,7.4923,4.77744,8.09316,3.02118,7.3794,3.48594,8.04352,6.83184,7.52274,9.28054,7.35199,5.33362,7.36361,12.7261,7.89946,7.87828,7.58248,9.78623
84.204,81.4242,86.9799,42.9432,93.9553,141.416,85.6692,36.9442,93.3791,82.2209,87.3332,160.804,85.3509,88.9898,85.4859,78.9815,91.7067,111.406,88.0267,58.3934
250.911,5.76553,259.182,1.3685,279.968,1.59292,255.277,0.893457,278.251,1.34451,260.235,7.35206,254.328,3.18572,254.731,6.20488,273.267,2.09591,262.302,5.88877
52.515,2.00535,54.2463,1.25603,58.5966,1.08346,53.4288,0.933459,58.2372,1.02258,54.4666,5.24666,53.2303,1.40181,53.3145,0,57.1942,1.8409,54.8992,0.205953
29.0172,2.84693,29.9738,0.736443,32.3776,0.632402,29.5221,0.819732,32.179,1.4359,30.0955,7.99004,29.4124,1.91694,29.4589,1.66442,31.6027,1.92628,30.3345,1.444
27.3972,4.81873,28.3004,4.3999,30.57,7.29371,27.8739,8.56016,30.3825,4.01439,28.4154,5.4936,27.7704,3.98658,27.8143,3.72649,29.8384,6.49409,28.641,7.25847
13.2654,5.4626,13.7027,5.63732,14.8016,10.5479,13.4962,7.69756,14.7108,8.23847,13.7583,8.11625,13.4461,6.85957,13.4673,4.51607,14.4473,8.80704,13.8676,7.77959
100.789,138.543,104.112,103.2,112.461,162.047,102.543,128.042,111.771,106.252,104.535,415.199,102.162,121.872,102.324,129.297,109.77,111.495,105.365,211.186
7.57001,7.68029,7.81956,5.93075,8.44666,9.69759,7.70173,12.5725,8.39486,8.04748,7.85133,14.6073,7.67311,12.7426,7.68525,9.6763,8.24451,7.48911,7.91368,11.0853
0,1.8064,0,0.817259,0,0.655631,0,0,0,2.31352,0,1.62975,0,9.95789,0,3.28082,0,11.0797,0,1.5189
4.07181,2.21473,4.20604,1.00109,4.54335,0.868148,4.14266,2.23592,4.51548,0.980474,4.22313,0.529342,4.12727,2.60835,4.13379,1.36002,4.43461,1.94751,4.25666,1.97796
142.891,48.093,147.601,55.5983,159.438,132.299,145.377,64.5367,158.46,77.2843,148.201,26.924,144.837,9.2463,145.066,58.5405,155.623,71.5206,149.378,53.412
192.61,54.3686,198.96,102.388,214.916,148.724,195.962,88.0626,213.598,110.07,199.768,19.752,195.234,22.1889,195.543,123.055,209.772,121.587,201.355,101.018
182.491,57.1753,188.507,115.005,203.625,150.521,185.666,129.767,202.376,103.743,189.273,27.8695,184.977,32.7529,185.269,117.571,198.751,97.1197,190.776,121.637
4.15326,1.64954,4.29018,1.43285,4.63424,2.40667,4.22553,3.57796,4.60582,3.89919,4.30761,1.77846,4.20983,5.91183,4.21649,3.44852,4.52333,6.39422,4.34182,1.20439
0,0,0,0.753038,0,0.130875,0,0.168304,0,0.442943,0,0.360109,0,1.17747,0,0.818737,0,0.584976,0,0.149022
8.12808,2.78871,8.39603,2.56352,9.06936,2.85244,8.26951,1.43043,9.01374,2.32916,8.43014,1.87891,8.23879,2.2487,8.25182,2.98399,8.8523,2.31941,8.49708,2.16728
53.6749,30.6779,55.4444,58.1752,59.8908,65.8235,54.6088,69.8755,59.5235,65.7264,55.6696,38.3492,54.406,22.818,54.492,71.2117,58.4574,60.0069,56.1117,53.8307
232.069,241.275,239.719,185.808,258.944,193.523,236.107,106.042,257.356,231.978,240.693,353.569,235.23,394.054,235.602,79.8608,252.747,200.978,242.604,124.564
20.9451,45.1601,21.6356,34.6974,23.3707,13.5258,21.3095,32.698,23.2273,22.1972,21.7235,47.4014,21.2304,21.5476,21.264,82.2029,22.8113,17.4116,21.896,55.1342
2445.6,7186.5,2526.22,2680.71,2728.82,1851.05,2488.16,4212.25,2712.08,1390.15,2536.49,3942.85,2478.91,2028.53,2482.83,7120.18,2663.51,1869.97,2556.63,6433.15
21.0973,21.3059,21.7928,7.15748,23.5405,6.45625,21.4644,7.86952,23.3961,4.36226,21.8813,19.2379,21.3847,14.8905,21.4185,21.1454,22.9771,8.96141,22.0551,16.5281
115.34,61.8837,119.143,74.7105,128.697,59.3123,117.347,49.3233,127.908,55.7424,119.627,57.7376,116.911,46.3516,117.096,42.6221,125.617,74.1126,120.576,40.3394
256.956,204.925,265.427,274.842,286.713,145.234,261.427,218.21,284.955,150.548,266.505,179.232,260.456,141.557,260.868,275.034,279.852,204.393,268.622,213.95
112.964,130.914,116.688,71.9013,126.046,105.445,114.93,80.0444,125.273,122.279,117.162,149.487,114.503,146.923,114.684,106.702,123.03,136.253,118.093,105.653
289.933,374.29,299.491,246.126,323.509,240.647,294.978,265.799,321.525,216.31,300.708,345.035,293.882,312.725,294.347,282.908,315.767,229.667,303.096,257.077
51.3036,10.9738,52.9949,16.4275,57.2449,13.7284,52.1963,26.1284,56.8938,18.0924,53.2102,12.3977,52.0024,7.47883,52.0847,11.598,55.8749,16.3669,53.6327,16.839
10.3607,5.14565,10.7023,8.90432,11.5606,4.24696,10.541,6.10053,11.4897,9.15549,10.7458,4.81765,10.5019,3.20836,10.5185,7.80868,11.2839,5.57416,10.8311,5.26151
9.48109,21.6009,9.79365,27.5367,10.5791,32.3219,9.64607,34.5289,10.5142,21.7218,9.83343,8.79827,9.61023,29.0664,9.62543,41.4815,10.3259,29.6614,9.91152,27.1945
318.317,559.487,328.811,295.233,355.18,349.586,323.856,338.535,353.002,203.708,330.147,406.732,322.653,292.243,323.163,348.968,346.68,318.474,332.768,386.836
388.409,85.6056,401.214,24.7702,433.389,50.8137,395.168,7.88724,430.731,10.1287,402.843,183.912,393.7,29.9097,394.322,157.062,423.017,19.7221,406.042,40.477
25.1397,0.947804,25.9684,1.39289,28.051,0.776288,25.5771,0,27.879,4.02214,26.0739,2.36763,25.4821,15.4964,25.5224,3.75846,27.3797,0,26.281,0.445751
38.0628,4.79095,39.3176,0,42.4707,5.56646,38.7251,0.382884,42.2103,0,39.4773,8.58334,38.5813,4.23332,38.6423,0.934606,41.4543,1.02738,39.7908,2.01234
2063.83,213.071,2131.86,85.4217,2302.83,149.249,2099.74,19.8438,2288.71,77.073,2140.52,319.473,2091.94,238.112,2095.25,272.861,2247.72,94.5171,2157.52,72.9476
3824.29,375.073,3950.37,191.462,4267.17,255.685,3890.84,77.4152,4241,141.958,3966.41,497.93,3876.38,310.261,3882.51,463.439,4165.04,109.224,3997.91,167.505
308.655,47.4745,318.831,15.2898,344.4,21.8993,314.026,7.30865,342.287,7.57981,320.126,84.8764,312.859,57.5044,313.354,40.1896,336.157,3.71458,322.668,9.96653
73.5021,21.0589,75.9252,7.02644,82.0141,8.21949,74.7811,1.03325,81.5111,2.70465,76.2336,36.131,74.5033,16.6758,74.6211,46.7626,80.0513,11.296,76.839,14.835
54.8434,6.18496,56.6514,4.08061,61.1946,13.5949,55.7977,4.9223,60.8193,3.35784,56.8816,38.3621,55.5904,12.2123,55.6784,8.42709,59.7301,5.23733,57.3333,4.19398
46.4565,6.47923,47.9879,4.69763,51.8364,9.07219,47.2648,7.87598,51.5185,5.00436,48.1829,22.2926,47.0892,8.63421,47.1637,9.26721,50.5958,7.73321,48.5655,7.1735
54.5359,24.1021,56.3337,27.286,60.8514,22.2906,55.4848,11.7335,60.4782,67.5993,56.5625,24.6664,55.2787,82.7584,55.3661,35.7676,59.3951,20.2487,57.0117,23.4778
279.594,75.1353,288.811,37.3449,311.972,58.7678,284.459,31.8646,310.059,44.1651,289.984,64.9548,283.402,126.365,283.85,137.734,304.506,81.3501,292.287,74.1762
