Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.23	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.20	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.21	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
ALE1 at 42C,ALE2 at 42C,ALE3 at 42C,ALE4 at 42C,ALE5 at 42C,ALE6 at 42C,ALE7 at 42C,ALE8 at 42C,ALE9 at 42C,ALE10 at 42C	0.00	0.00	0.00
