Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)	D Value
Na2CO3-Na2CO3-1,Mal-Mal-2	0.0	0.1	0.5	-0.14
Na2CO3-Na2CO3-1,Mal-Mal-3	0.0	0.3	0.9	-0.34
Na2CO3-Na2CO3-1,Mal-Mal-4	0.0	0.1	0.5	-0.15
Na2CO3-Na2CO3-1,Mal-Mal-5	0.0	0.2	0.7	-0.25
Na2CO3-Na2CO3-2,Mal-Mal-1	0.0	0.2	0.8	-0.21
Na2CO3-Na2CO3-2,Mal-Mal-2	0.0	0.1	0.5	-0.12
Na2CO3-Na2CO3-2,Mal-Mal-3	0.0	0.3	1.0	-0.29
Na2CO3-Na2CO3-2,Mal-Mal-4	0.0	0.1	0.6	-0.13
Na2CO3-Na2CO3-2,Mal-Mal-5	0.0	0.2	0.8	-0.20
Na2CO3-Na2CO3-3,Mal-Mal-1	0.0	0.1	0.6	-0.20
Na2CO3-Na2CO3-3,Mal-Mal-2	0.0	0.0	0.3	-0.10
Na2CO3-Na2CO3-3,Mal-Mal-3	0.0	0.3	0.9	-0.32
Na2CO3-Na2CO3-3,Mal-Mal-4	0.0	0.0	0.4	-0.10
Na2CO3-Na2CO3-3,Mal-Mal-5	0.0	0.2	0.7	-0.25
Na2CO3-Na2CO3-4,Mal-Mal-1	0.0	0.1	0.7	-0.20
Na2CO3-Na2CO3-4,Mal-Mal-2	0.0	0.0	0.4	-0.10
Na2CO3-Na2CO3-4,Mal-Mal-3	0.0	0.3	1.0	-0.32
Na2CO3-Na2CO3-4,Mal-Mal-4	0.0	0.0	0.4	-0.09
Na2CO3-Na2CO3-4,Mal-Mal-5	0.0	0.2	0.8	-0.21
Na2CO3-Na2CO3-5,Mal-Mal-1	0.0	0.2	0.8	-0.20
Na2CO3-Na2CO3-5,Mal-Mal-2	0.0	0.0	0.4	-0.11
Na2CO3-Na2CO3-5,Mal-Mal-3	0.0	0.3	1.0	-0.31
Na2CO3-Na2CO3-5,Mal-Mal-4	0.0	0.1	0.5	-0.12
Na2CO3-Na2CO3-5,Mal-Mal-5	0.0	0.2	0.8	-0.24
Na2CO3-Na2CO3-1,MCL-MCL-1	7.0	0.3	0.8	7.85
Na2CO3-Na2CO3-1,MCL-MCL-2	0.0	0.3	0.8	-0.32
Na2CO3-Na2CO3-1,MCL-MCL-3	4.4	0.4	1.0	4.22
Na2CO3-Na2CO3-1,MCL-MCL-4	7.5	0.5	1.0	7.03
Na2CO3-Na2CO3-1,MCL-MCL-5	18.4	0.4	1.0	18.74
Na2CO3-Na2CO3-2,MCL-MCL-1	0.0	0.3	1.0	-0.32
Na2CO3-Na2CO3-2,MCL-MCL-2	0.0	0.2	0.9	-0.26
Na2CO3-Na2CO3-2,MCL-MCL-3	0.0	0.4	1.0	-0.37
Na2CO3-Na2CO3-2,MCL-MCL-4	0.0	0.5	1.0	-0.47
Na2CO3-Na2CO3-2,MCL-MCL-5	2.9	0.3	0.9	2.85
Na2CO3-Na2CO3-3,MCL-MCL-1	0.0	0.3	0.9	-0.38
Na2CO3-Na2CO3-3,MCL-MCL-2	0.0	0.2	0.7	-0.25
Na2CO3-Na2CO3-3,MCL-MCL-3	0.0	0.4	1.0	-0.39
Na2CO3-Na2CO3-3,MCL-MCL-4	0.0	0.5	1.0	-0.54
Na2CO3-Na2CO3-3,MCL-MCL-5	0.0	0.3	0.9	-0.37
Na2CO3-Na2CO3-4,MCL-MCL-1	0.0	0.3	0.9	-0.32
Na2CO3-Na2CO3-4,MCL-MCL-2	0.0	0.2	0.9	-0.28
Na2CO3-Na2CO3-4,MCL-MCL-3	2.7	0.4	1.0	2.31
Na2CO3-Na2CO3-4,MCL-MCL-4	0.0	0.5	1.1	-0.47
Na2CO3-Na2CO3-4,MCL-MCL-5	0.0	0.3	1.0	-0.34
Na2CO3-Na2CO3-5,MCL-MCL-1	0.0	0.3	0.9	-0.35
Na2CO3-Na2CO3-5,MCL-MCL-2	0.0	0.3	0.9	-0.28
Na2CO3-Na2CO3-5,MCL-MCL-3	0.0	0.4	1.0	-0.40
Na2CO3-Na2CO3-5,MCL-MCL-4	0.0	0.6	1.1	-0.51
Na2CO3-Na2CO3-5,MCL-MCL-5	0.0	0.3	0.9	-0.34
Na2CO3-Na2CO3-1,Cro-Cro-1	4.9	0.6	1.0	4.22
Na2CO3-Na2CO3-1,Cro-Cro-2	0.0	0.7	1.1	-0.65
Na2CO3-Na2CO3-1,Cro-Cro-3	0.0	0.4	0.9	-0.43
Na2CO3-Na2CO3-1,Cro-Cro-4	0.0	0.7	1.1	-0.59
Na2CO3-Na2CO3-1,Cro-Cro-5	0.0	0.4	1.0	-0.47
Na2CO3-Na2CO3-2,Cro-Cro-1	5.8	0.5	1.0	5.26
Na2CO3-Na2CO3-2,Cro-Cro-2	0.0	0.6	1.0	-0.55
Na2CO3-Na2CO3-2,Cro-Cro-3	0.0	0.3	1.0	-0.33
Na2CO3-Na2CO3-2,Cro-Cro-4	0.0	0.5	1.0	-0.52
Na2CO3-Na2CO3-2,Cro-Cro-5	0.0	0.4	1.0	-0.38
Na2CO3-Na2CO3-3,Cro-Cro-1	8.5	0.6	1.0	7.83
Na2CO3-Na2CO3-3,Cro-Cro-2	3.4	0.6	1.0	2.75
Na2CO3-Na2CO3-3,Cro-Cro-3	0.0	0.3	0.9	-0.37
Na2CO3-Na2CO3-3,Cro-Cro-4	1.8	0.5	1.0	1.28
Na2CO3-Na2CO3-3,Cro-Cro-5	0.0	0.4	0.9	-0.41
Na2CO3-Na2CO3-4,Cro-Cro-1	5.7	0.6	1.0	4.93
Na2CO3-Na2CO3-4,Cro-Cro-2	1.9	0.6	1.0	1.32
Na2CO3-Na2CO3-4,Cro-Cro-3	0.0	0.3	0.9	-0.32
Na2CO3-Na2CO3-4,Cro-Cro-4	0.0	0.5	1.0	-0.52
Na2CO3-Na2CO3-4,Cro-Cro-5	0.0	0.4	1.0	-0.41
Na2CO3-Na2CO3-5,Cro-Cro-1	1.9	0.6	1.0	1.23
Na2CO3-Na2CO3-5,Cro-Cro-2	0.0	0.6	1.1	-0.54
Na2CO3-Na2CO3-5,Cro-Cro-3	0.0	0.4	1.0	-0.36
Na2CO3-Na2CO3-5,Cro-Cro-4	0.0	0.5	1.0	-0.51
Na2CO3-Na2CO3-5,Cro-Cro-5	0.0	0.4	1.0	-0.42
Na2CO3-Na2CO3-1,MG-MG-1	8.7	0.7	1.1	7.57
Na2CO3-Na2CO3-1,MG-MG-2	10.0	0.6	1.1	8.82
Na2CO3-Na2CO3-1,MG-MG-3	10.0	0.5	1.0	9.20
Na2CO3-Na2CO3-1,MG-MG-4	9.5	0.5	1.0	8.56
Na2CO3-Na2CO3-1,MG-MG-5	10.4	0.5	1.1	9.12
Na2CO3-Na2CO3-2,MG-MG-1	10.4	0.5	1.0	9.40
Na2CO3-Na2CO3-2,MG-MG-2	12.3	0.6	1.2	9.76
Na2CO3-Na2CO3-2,MG-MG-3	12.3	0.5	1.1	10.63
Na2CO3-Na2CO3-2,MG-MG-4	11.6	0.5	1.0	10.58
Na2CO3-Na2CO3-2,MG-MG-5	13.0	0.5	1.1	11.73
Na2CO3-Na2CO3-3,MG-MG-1	36.4	0.7	1.1	32.84
Na2CO3-Na2CO3-3,MG-MG-2	40.0	0.7	1.2	33.97
Na2CO3-Na2CO3-3,MG-MG-3	35.8	0.7	1.2	30.48
Na2CO3-Na2CO3-3,MG-MG-4	30.0	0.6	1.2	25.31
Na2CO3-Na2CO3-3,MG-MG-5	41.8	0.6	1.2	35.27
Na2CO3-Na2CO3-4,MG-MG-1	6.1	0.6	1.1	5.19
Na2CO3-Na2CO3-4,MG-MG-2	7.2	0.6	1.2	5.41
Na2CO3-Na2CO3-4,MG-MG-3	7.2	0.6	1.1	5.90
Na2CO3-Na2CO3-4,MG-MG-4	9.1	0.5	1.1	7.99
Na2CO3-Na2CO3-4,MG-MG-5	7.6	0.6	1.2	5.98
Na2CO3-Na2CO3-5,MG-MG-1	2.0	0.6	1.1	1.26
Na2CO3-Na2CO3-5,MG-MG-2	2.3	0.6	1.1	1.57
Na2CO3-Na2CO3-5,MG-MG-3	2.3	0.6	1.1	1.55
Na2CO3-Na2CO3-5,MG-MG-4	2.2	0.5	1.1	1.48
Na2CO3-Na2CO3-5,MG-MG-5	2.4	0.5	1.1	1.82
Na2CO3-Na2CO3-1,BuOH-BuOH-1	14.6	0.5	1.0	13.50
Na2CO3-Na2CO3-1,BuOH-BuOH-2	8.4	0.4	0.9	8.67
Na2CO3-Na2CO3-1,BuOH-BuOH-3	6.2	0.4	1.0	6.04
Na2CO3-Na2CO3-1,BuOH-BuOH-4	2.5	0.2	0.8	2.94
Na2CO3-Na2CO3-1,BuOH-BuOH-5	13.6	0.5	1.0	12.93
Na2CO3-Na2CO3-2,BuOH-BuOH-1	10.4	0.4	1.0	9.93
Na2CO3-Na2CO3-2,BuOH-BuOH-2	0.0	0.4	1.0	-0.37
Na2CO3-Na2CO3-2,BuOH-BuOH-3	5.2	0.4	1.1	4.50
Na2CO3-Na2CO3-2,BuOH-BuOH-4	0.0	0.3	0.9	-0.29
Na2CO3-Na2CO3-2,BuOH-BuOH-5	2.4	0.4	1.0	2.08
Na2CO3-Na2CO3-3,BuOH-BuOH-1	24.2	0.5	1.1	22.38
Na2CO3-Na2CO3-3,BuOH-BuOH-2	0.0	0.4	0.9	-0.40
Na2CO3-Na2CO3-3,BuOH-BuOH-3	11.0	0.4	1.0	10.47
Na2CO3-Na2CO3-3,BuOH-BuOH-4	2.7	0.3	0.8	2.87
Na2CO3-Na2CO3-3,BuOH-BuOH-5	2.0	0.4	0.9	1.76
Na2CO3-Na2CO3-4,BuOH-BuOH-1	5.1	0.4	1.0	4.50
Na2CO3-Na2CO3-4,BuOH-BuOH-2	0.0	0.4	1.0	-0.40
Na2CO3-Na2CO3-4,BuOH-BuOH-3	5.1	0.4	1.0	4.45
Na2CO3-Na2CO3-4,BuOH-BuOH-4	0.0	0.2	0.8	-0.26
Na2CO3-Na2CO3-4,BuOH-BuOH-5	0.0	0.4	0.9	-0.40
Na2CO3-Na2CO3-5,BuOH-BuOH-1	2.4	0.5	1.1	1.72
Na2CO3-Na2CO3-5,BuOH-BuOH-2	0.0	0.5	1.0	-0.44
Na2CO3-Na2CO3-5,BuOH-BuOH-3	2.4	0.4	1.0	1.91
Na2CO3-Na2CO3-5,BuOH-BuOH-4	0.0	0.3	0.9	-0.31
Na2CO3-Na2CO3-5,BuOH-BuOH-5	2.2	0.4	1.0	1.84
Na2CO3-Na2CO3-1,CPC-CPC-1	0.0	0.1	0.6	-0.22
Na2CO3-Na2CO3-1,CPC-CPC-2	8.6	0.5	1.0	8.16
Na2CO3-Na2CO3-1,CPC-CPC-3	6.5	0.4	0.9	6.67
Na2CO3-Na2CO3-1,CPC-CPC-4	6.5	0.4	0.9	6.87
Na2CO3-Na2CO3-1,CPC-CPC-5	8.6	0.4	0.9	8.76
Na2CO3-Na2CO3-2,CPC-CPC-1	0.0	0.1	0.8	-0.20
Na2CO3-Na2CO3-2,CPC-CPC-2	8.1	0.4	1.0	7.41
Na2CO3-Na2CO3-2,CPC-CPC-3	11.0	0.3	1.0	10.86
Na2CO3-Na2CO3-2,CPC-CPC-4	8.2	0.4	1.1	6.79
Na2CO3-Na2CO3-2,CPC-CPC-5	10.8	0.4	1.1	9.76
Na2CO3-Na2CO3-3,CPC-CPC-1	0.0	0.2	0.7	-0.25
Na2CO3-Na2CO3-3,CPC-CPC-2	15.9	0.4	0.9	16.96
Na2CO3-Na2CO3-3,CPC-CPC-3	13.8	0.4	1.0	13.34
Na2CO3-Na2CO3-3,CPC-CPC-4	11.5	0.5	1.1	10.33
Na2CO3-Na2CO3-3,CPC-CPC-5	15.9	0.6	1.2	13.33
Na2CO3-Na2CO3-4,CPC-CPC-1	0.0	0.1	0.7	-0.18
Na2CO3-Na2CO3-4,CPC-CPC-2	5.3	0.4	1.0	4.86
Na2CO3-Na2CO3-4,CPC-CPC-3	2.7	0.3	0.9	2.59
Na2CO3-Na2CO3-4,CPC-CPC-4	2.7	0.5	1.1	2.01
Na2CO3-Na2CO3-4,CPC-CPC-5	5.3	0.4	1.1	4.44
Na2CO3-Na2CO3-5,CPC-CPC-1	0.0	0.2	0.8	-0.23
Na2CO3-Na2CO3-5,CPC-CPC-2	2.5	0.5	1.0	1.98
Na2CO3-Na2CO3-5,CPC-CPC-3	2.6	0.4	1.0	2.27
Na2CO3-Na2CO3-5,CPC-CPC-4	2.6	0.4	1.0	2.09
Na2CO3-Na2CO3-5,CPC-CPC-5	5.1	0.4	1.1	4.41
Lac-Lac-1,Mal-Mal-1	0.0	0.2	1.4	-0.12
Lac-Lac-1,Mal-Mal-2	0.0	0.0	0.7	-0.04
Lac-Lac-1,Mal-Mal-3	7.4	0.2	1.2	6.12
Lac-Lac-1,Mal-Mal-4	0.0	0.1	1.1	-0.06
Lac-Lac-1,Mal-Mal-5	11.1	0.1	0.9	12.87
Lac-Lac-2,Mal-Mal-1	0.0	0.1	1.0	-0.10
Lac-Lac-2,Mal-Mal-2	0.0	0.1	1.2	-0.08
Lac-Lac-2,Mal-Mal-3	0.0	0.1	0.9	-0.14
Lac-Lac-2,Mal-Mal-4	0.0	0.1	1.0	-0.06
Lac-Lac-2,Mal-Mal-5	0.0	0.1	1.2	-0.10
Lac-Lac-3,Mal-Mal-1	0.0	0.1	1.0	-0.11
Lac-Lac-3,Mal-Mal-2	0.0	0.0	0.5	-0.04
Lac-Lac-3,Mal-Mal-3	0.0	0.2	1.1	-0.18
Lac-Lac-3,Mal-Mal-4	0.0	0.0	0.7	-0.06
Lac-Lac-3,Mal-Mal-5	0.0	0.2	1.2	-0.14
Lac-Lac-4,Mal-Mal-1	0.0	0.1	1.1	-0.12
Lac-Lac-4,Mal-Mal-2	0.0	0.1	0.8	-0.07
Lac-Lac-4,Mal-Mal-3	0.0	0.2	1.0	-0.16
Lac-Lac-4,Mal-Mal-4	0.0	0.0	0.7	-0.06
Lac-Lac-4,Mal-Mal-5	8.7	0.1	1.0	8.71
Lac-Lac-5,Mal-Mal-1	0.0	0.2	1.0	-0.21
Lac-Lac-5,Mal-Mal-2	0.0	0.0	0.5	-0.09
Lac-Lac-5,Mal-Mal-3	4.0	0.3	1.1	3.33
Lac-Lac-5,Mal-Mal-4	0.0	0.1	0.6	-0.10
Lac-Lac-5,Mal-Mal-5	4.9	0.2	0.9	5.10
Lac-Lac-1,MCL-MCL-1	12.5	0.1	0.9	14.13
Lac-Lac-1,MCL-MCL-2	0.0	0.1	0.9	-0.10
Lac-Lac-1,MCL-MCL-3	5.6	0.2	1.0	5.41
Lac-Lac-1,MCL-MCL-4	3.8	0.1	0.6	5.79
Lac-Lac-1,MCL-MCL-5	0.0	0.1	0.8	-0.14
Lac-Lac-2,MCL-MCL-1	0.0	0.2	1.0	-0.16
Lac-Lac-2,MCL-MCL-2	0.0	0.1	1.1	-0.12
Lac-Lac-2,MCL-MCL-3	0.0	0.2	1.0	-0.19
Lac-Lac-2,MCL-MCL-4	0.0	0.2	0.9	-0.25
Lac-Lac-2,MCL-MCL-5	0.0	0.2	1.1	-0.20
Lac-Lac-3,MCL-MCL-1	5.3	0.2	1.0	5.10
Lac-Lac-3,MCL-MCL-2	0.0	0.1	1.0	-0.14
Lac-Lac-3,MCL-MCL-3	4.8	0.2	1.0	4.55
Lac-Lac-3,MCL-MCL-4	3.4	0.2	0.9	3.44
Lac-Lac-3,MCL-MCL-5	0.0	0.2	1.0	-0.20
Lac-Lac-4,MCL-MCL-1	5.4	0.2	1.0	5.10
Lac-Lac-4,MCL-MCL-2	0.0	0.2	1.1	-0.15
Lac-Lac-4,MCL-MCL-3	0.0	0.1	0.8	-0.17
Lac-Lac-4,MCL-MCL-4	0.0	0.3	0.9	-0.27
Lac-Lac-4,MCL-MCL-5	0.0	0.2	1.1	-0.20
Lac-Lac-5,MCL-MCL-1	21.8	0.3	1.0	20.58
Lac-Lac-5,MCL-MCL-2	0.0	0.2	1.1	-0.22
Lac-Lac-5,MCL-MCL-3	10.2	0.4	1.2	7.98
Lac-Lac-5,MCL-MCL-4	10.5	0.4	1.0	10.00
Lac-Lac-5,MCL-MCL-5	17.9	0.3	1.0	16.70
Lac-Lac-1,Cro-Cro-1	2.9	0.2	0.8	3.67
Lac-Lac-1,Cro-Cro-2	2.9	0.1	0.6	4.50
Lac-Lac-1,Cro-Cro-3	0.0	0.1	0.8	-0.13
Lac-Lac-1,Cro-Cro-4	0.0	0.1	0.7	-0.21
Lac-Lac-1,Cro-Cro-5	0.0	0.1	0.7	-0.16
Lac-Lac-2,Cro-Cro-1	2.9	0.2	0.7	3.76
Lac-Lac-2,Cro-Cro-2	2.9	0.2	0.8	3.37
Lac-Lac-2,Cro-Cro-3	6.1	0.2	1.0	5.69
Lac-Lac-2,Cro-Cro-4	0.0	0.2	0.8	-0.27
Lac-Lac-2,Cro-Cro-5	4.5	0.2	1.0	4.55
Lac-Lac-3,Cro-Cro-1	2.7	0.3	0.9	2.64
Lac-Lac-3,Cro-Cro-2	2.7	0.2	0.8	2.92
Lac-Lac-3,Cro-Cro-3	5.3	0.2	1.2	4.36
Lac-Lac-3,Cro-Cro-4	0.0	0.2	0.8	-0.28
Lac-Lac-3,Cro-Cro-5	0.0	0.2	1.0	-0.22
Lac-Lac-4,Cro-Cro-1	2.7	0.2	0.8	3.20
Lac-Lac-4,Cro-Cro-2	2.7	0.3	0.9	2.83
Lac-Lac-4,Cro-Cro-3	0.0	0.2	1.1	-0.19
Lac-Lac-4,Cro-Cro-4	0.0	0.3	0.9	-0.30
Lac-Lac-4,Cro-Cro-5	4.2	0.2	1.1	3.73
Lac-Lac-5,Cro-Cro-1	13.2	0.4	1.0	13.43
Lac-Lac-5,Cro-Cro-2	8.7	0.5	1.1	7.15
Lac-Lac-5,Cro-Cro-3	7.3	0.4	1.2	5.77
Lac-Lac-5,Cro-Cro-4	7.1	0.4	1.0	6.69
Lac-Lac-5,Cro-Cro-5	9.1	0.4	1.1	8.22
Lac-Lac-1,MG-MG-1	3.3	0.2	0.8	3.96
Lac-Lac-1,MG-MG-2	4.3	0.2	0.9	4.84
Lac-Lac-1,MG-MG-3	8.7	0.2	0.9	9.12
Lac-Lac-1,MG-MG-4	7.8	0.2	0.8	9.43
Lac-Lac-1,MG-MG-5	4.8	0.2	0.9	4.90
Lac-Lac-2,MG-MG-1	3.2	0.2	0.7	4.23
Lac-Lac-2,MG-MG-2	4.3	0.1	0.7	6.38
Lac-Lac-2,MG-MG-3	4.3	0.1	0.6	6.52
Lac-Lac-2,MG-MG-4	3.8	0.3	1.0	3.70
Lac-Lac-2,MG-MG-5	4.7	0.1	0.6	7.19
Lac-Lac-3,MG-MG-1	6.0	0.3	0.9	6.37
Lac-Lac-3,MG-MG-2	7.7	0.2	0.9	8.77
Lac-Lac-3,MG-MG-3	11.5	0.3	1.0	10.72
Lac-Lac-3,MG-MG-4	10.5	0.2	0.9	11.55
Lac-Lac-3,MG-MG-5	8.3	0.3	1.1	7.50
Lac-Lac-4,MG-MG-1	3.0	0.2	0.8	3.67
Lac-Lac-4,MG-MG-2	3.9	0.2	0.9	4.19
Lac-Lac-4,MG-MG-3	3.9	0.2	0.8	4.72
Lac-Lac-4,MG-MG-4	3.6	0.2	1.0	3.49
Lac-Lac-4,MG-MG-5	4.3	0.1	0.7	5.79
Lac-Lac-5,MG-MG-1	9.5	0.5	1.0	8.77
Lac-Lac-5,MG-MG-2	8.7	0.3	1.0	8.61
Lac-Lac-5,MG-MG-3	14.5	0.4	1.0	13.81
Lac-Lac-5,MG-MG-4	8.1	0.4	1.0	7.40
Lac-Lac-5,MG-MG-5	9.2	0.3	0.9	9.43
Lac-Lac-1,BuOH-BuOH-1	0.0	0.2	0.9	-0.18
Lac-Lac-1,BuOH-BuOH-2	0.0	0.2	0.9	-0.17
Lac-Lac-1,BuOH-BuOH-3	0.0	0.2	0.9	-0.19
Lac-Lac-1,BuOH-BuOH-4	0.0	0.1	1.0	-0.13
Lac-Lac-1,BuOH-BuOH-5	0.0	0.2	0.8	-0.20
Lac-Lac-2,BuOH-BuOH-1	4.7	0.2	0.9	5.17
Lac-Lac-2,BuOH-BuOH-2	0.0	0.2	1.0	-0.22
Lac-Lac-2,BuOH-BuOH-3	0.0	0.2	1.0	-0.22
Lac-Lac-2,BuOH-BuOH-4	0.0	0.2	1.2	-0.15
Lac-Lac-2,BuOH-BuOH-5	0.0	0.2	1.0	-0.23
Lac-Lac-3,BuOH-BuOH-1	4.2	0.2	1.0	3.96
Lac-Lac-3,BuOH-BuOH-2	0.0	0.2	1.0	-0.24
Lac-Lac-3,BuOH-BuOH-3	4.2	0.2	0.9	4.27
Lac-Lac-3,BuOH-BuOH-4	0.0	0.2	1.0	-0.16
Lac-Lac-3,BuOH-BuOH-5	0.0	0.3	1.0	-0.28
Lac-Lac-4,BuOH-BuOH-1	0.0	0.3	1.1	-0.24
Lac-Lac-4,BuOH-BuOH-2	4.3	0.2	1.0	4.19
Lac-Lac-4,BuOH-BuOH-3	0.0	0.2	0.9	-0.22
Lac-Lac-4,BuOH-BuOH-4	0.0	0.2	1.0	-0.15
Lac-Lac-4,BuOH-BuOH-5	0.0	0.2	0.9	-0.25
Lac-Lac-5,BuOH-BuOH-1	15.4	0.4	1.0	14.48
Lac-Lac-5,BuOH-BuOH-2	18.8	0.3	1.0	18.46
Lac-Lac-5,BuOH-BuOH-3	9.2	0.4	1.1	7.75
Lac-Lac-5,BuOH-BuOH-4	8.3	0.3	1.0	7.90
Lac-Lac-5,BuOH-BuOH-5	19.4	0.4	1.1	17.69
Lac-Lac-1,CPC-CPC-1	0.0	0.1	0.8	-0.07
Lac-Lac-1,CPC-CPC-2	5.1	0.1	0.8	6.00
Lac-Lac-1,CPC-CPC-3	5.3	0.2	0.9	5.69
Lac-Lac-1,CPC-CPC-4	5.3	0.2	1.0	5.18
Lac-Lac-1,CPC-CPC-5	10.3	0.2	0.9	11.00
Lac-Lac-2,CPC-CPC-1	0.0	0.1	0.9	-0.08
Lac-Lac-2,CPC-CPC-2	10.0	0.2	1.0	10.26
Lac-Lac-2,CPC-CPC-3	10.3	0.1	0.8	13.19
Lac-Lac-2,CPC-CPC-4	5.1	0.1	0.7	7.00
Lac-Lac-2,CPC-CPC-5	5.0	0.1	0.8	5.79
Lac-Lac-3,CPC-CPC-1	0.0	0.1	0.9	-0.10
Lac-Lac-3,CPC-CPC-2	13.3	0.3	1.1	12.17
Lac-Lac-3,CPC-CPC-3	13.6	0.2	1.0	13.15
Lac-Lac-3,CPC-CPC-4	9.1	0.3	1.0	8.46
Lac-Lac-3,CPC-CPC-5	13.3	0.2	1.0	13.02
Lac-Lac-4,CPC-CPC-1	0.0	0.1	1.1	-0.12
Lac-Lac-4,CPC-CPC-2	4.5	0.2	1.0	4.31
Lac-Lac-4,CPC-CPC-3	4.7	0.2	1.1	4.19
Lac-Lac-4,CPC-CPC-4	4.7	0.2	0.9	5.17
Lac-Lac-4,CPC-CPC-5	4.5	0.1	0.8	5.41
Lac-Lac-5,CPC-CPC-1	0.0	0.2	0.9	-0.19
Lac-Lac-5,CPC-CPC-2	9.7	0.3	1.1	8.71
Lac-Lac-5,CPC-CPC-3	0.0	0.4	1.1	-0.33
Lac-Lac-5,CPC-CPC-4	6.6	0.3	1.0	6.19
Lac-Lac-5,CPC-CPC-5	6.5	0.3	1.0	6.18
Mal-Mal-1,MCL-MCL-1	25.8	0.2	1.0	25.98
Mal-Mal-1,MCL-MCL-2	28.6	0.2	1.2	23.08
Mal-Mal-1,MCL-MCL-3	17.1	0.2	1.0	17.41
Mal-Mal-1,MCL-MCL-4	15.4	0.2	0.8	18.87
Mal-Mal-1,MCL-MCL-5	18.8	0.2	1.0	17.70
Mal-Mal-2,MCL-MCL-1	7.7	0.1	0.8	9.48
Mal-Mal-2,MCL-MCL-2	0.0	0.1	1.0	-0.08
Mal-Mal-2,MCL-MCL-3	0.0	0.0	0.4	-0.06
Mal-Mal-2,MCL-MCL-4	0.0	0.1	0.6	-0.14
Mal-Mal-2,MCL-MCL-5	0.0	0.1	0.7	-0.10
Mal-Mal-3,MCL-MCL-1	14.6	0.2	1.0	14.23
Mal-Mal-3,MCL-MCL-2	0.0	0.1	1.0	-0.15
Mal-Mal-3,MCL-MCL-3	0.0	0.2	1.0	-0.23
Mal-Mal-3,MCL-MCL-4	0.0	0.3	0.9	-0.31
Mal-Mal-3,MCL-MCL-5	0.0	0.2	0.9	-0.19
Mal-Mal-4,MCL-MCL-1	0.0	0.0	0.6	-0.08
Mal-Mal-4,MCL-MCL-2	0.0	0.1	0.8	-0.06
Mal-Mal-4,MCL-MCL-3	0.0	0.1	0.6	-0.09
Mal-Mal-4,MCL-MCL-4	0.0	0.1	0.5	-0.12
Mal-Mal-4,MCL-MCL-5	0.0	0.2	1.1	-0.15
Mal-Mal-5,MCL-MCL-1	0.0	0.2	1.0	-0.16
Mal-Mal-5,MCL-MCL-2	0.0	0.2	1.2	-0.14
Mal-Mal-5,MCL-MCL-3	5.6	0.1	0.8	6.83
Mal-Mal-5,MCL-MCL-4	7.5	0.2	0.8	8.95
Mal-Mal-5,MCL-MCL-5	0.0	0.2	1.1	-0.18
Mal-Mal-1,Cro-Cro-1	0.0	0.2	0.7	-0.23
Mal-Mal-1,Cro-Cro-2	0.0	0.1	0.6	-0.23
Mal-Mal-1,Cro-Cro-3	0.0	0.2	1.1	-0.17
Mal-Mal-1,Cro-Cro-4	0.0	0.1	0.7	-0.21
Mal-Mal-1,Cro-Cro-5	0.0	0.2	0.9	-0.17
Mal-Mal-2,Cro-Cro-1	0.0	0.1	0.4	-0.14
Mal-Mal-2,Cro-Cro-2	0.0	0.1	0.4	-0.13
Mal-Mal-2,Cro-Cro-3	0.0	0.1	0.9	-0.12
Mal-Mal-2,Cro-Cro-4	0.0	0.1	0.4	-0.13
Mal-Mal-2,Cro-Cro-5	0.0	0.1	0.7	-0.14
Mal-Mal-3,Cro-Cro-1	2.6	0.3	0.8	2.82
Mal-Mal-3,Cro-Cro-2	5.1	0.3	0.9	5.64
Mal-Mal-3,Cro-Cro-3	4.9	0.2	0.9	4.96
Mal-Mal-3,Cro-Cro-4	0.0	0.2	0.8	-0.30
Mal-Mal-3,Cro-Cro-5	3.8	0.2	0.9	4.11
Mal-Mal-4,Cro-Cro-1	0.0	0.0	0.4	-0.11
Mal-Mal-4,Cro-Cro-2	0.0	0.1	0.5	-0.15
Mal-Mal-4,Cro-Cro-3	0.0	0.1	0.7	-0.10
Mal-Mal-4,Cro-Cro-4	0.0	0.1	0.5	-0.14
Mal-Mal-4,Cro-Cro-5	0.0	0.0	0.5	-0.10
Mal-Mal-5,Cro-Cro-1	5.9	0.2	0.7	7.96
Mal-Mal-5,Cro-Cro-2	5.8	0.2	0.7	7.67
Mal-Mal-5,Cro-Cro-3	0.0	0.1	0.8	-0.13
Mal-Mal-5,Cro-Cro-4	6.5	0.1	0.7	9.32
Mal-Mal-5,Cro-Cro-5	4.7	0.1	0.7	6.12
Mal-Mal-1,MG-MG-1	0.0	0.1	0.6	-0.20
Mal-Mal-1,MG-MG-2	0.0	0.1	0.7	-0.17
Mal-Mal-1,MG-MG-3	0.0	0.1	0.7	-0.16
Mal-Mal-1,MG-MG-4	0.0	0.2	0.8	-0.22
Mal-Mal-1,MG-MG-5	0.0	0.1	0.7	-0.14
Mal-Mal-2,MG-MG-1	0.0	0.0	0.3	-0.08
Mal-Mal-2,MG-MG-2	0.0	0.0	0.2	-0.04
Mal-Mal-2,MG-MG-3	0.0	0.0	0.2	-0.03
Mal-Mal-2,MG-MG-4	0.0	0.1	0.6	-0.13
