Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)	D Value
Na2CO3-Na2CO3-1,Mal-Mal-4	0.0	0.1	0.6	-0.19
Na2CO3-Na2CO3-1,Mal-Mal-5	0.0	0.3	1.0	-0.35
Na2CO3-Na2CO3-2,Mal-Mal-1	0.0	0.4	1.2	-0.32
Na2CO3-Na2CO3-2,Mal-Mal-2	0.0	0.2	0.8	-0.19
Na2CO3-Na2CO3-2,Mal-Mal-3	3.2	0.5	1.3	2.06
Na2CO3-Na2CO3-2,Mal-Mal-4	0.0	0.1	0.8	-0.19
Na2CO3-Na2CO3-2,Mal-Mal-5	0.0	0.3	1.1	-0.29
Na2CO3-Na2CO3-3,Mal-Mal-1	0.0	0.4	1.0	-0.34
Na2CO3-Na2CO3-3,Mal-Mal-2	0.0	0.1	0.6	-0.20
Na2CO3-Na2CO3-3,Mal-Mal-3	2.6	0.6	1.3	1.58
Na2CO3-Na2CO3-3,Mal-Mal-4	0.0	0.1	0.6	-0.19
Na2CO3-Na2CO3-3,Mal-Mal-5	0.0	0.3	1.0	-0.34
Na2CO3-Na2CO3-4,Mal-Mal-1	0.0	0.3	1.1	-0.31
Na2CO3-Na2CO3-4,Mal-Mal-2	0.0	0.1	0.7	-0.17
Na2CO3-Na2CO3-4,Mal-Mal-3	3.1	0.5	1.3	1.94
Na2CO3-Na2CO3-4,Mal-Mal-4	0.0	0.1	0.8	-0.18
Na2CO3-Na2CO3-4,Mal-Mal-5	3.6	0.3	1.0	3.20
Na2CO3-Na2CO3-5,Mal-Mal-1	0.0	0.3	0.9	-0.29
Na2CO3-Na2CO3-5,Mal-Mal-2	0.0	0.1	0.8	-0.18
Na2CO3-Na2CO3-5,Mal-Mal-3	3.0	0.6	1.4	1.70
Na2CO3-Na2CO3-5,Mal-Mal-4	0.0	0.2	0.8	-0.20
Na2CO3-Na2CO3-5,Mal-Mal-5	0.0	0.3	1.0	-0.31
Na2CO3-Na2CO3-1,MCL-MCL-1	7.0	0.7	1.3	4.90
Na2CO3-Na2CO3-1,MCL-MCL-2	0.0	0.4	1.0	-0.43
Na2CO3-Na2CO3-1,MCL-MCL-3	4.4	0.9	1.4	2.48
Na2CO3-Na2CO3-1,MCL-MCL-4	7.5	1.2	1.4	4.56
Na2CO3-Na2CO3-1,MCL-MCL-5	18.4	0.8	1.3	13.12
Na2CO3-Na2CO3-2,MCL-MCL-1	0.0	0.7	1.4	-0.48
Na2CO3-Na2CO3-2,MCL-MCL-2	0.0	0.5	1.3	-0.35
Na2CO3-Na2CO3-2,MCL-MCL-3	0.0	0.8	1.4	-0.54
Na2CO3-Na2CO3-2,MCL-MCL-4	0.0	1.0	1.5	-0.69
Na2CO3-Na2CO3-2,MCL-MCL-5	2.9	0.6	1.3	1.74
Na2CO3-Na2CO3-3,MCL-MCL-1	0.0	0.7	1.3	-0.56
Na2CO3-Na2CO3-3,MCL-MCL-2	2.8	0.5	1.2	1.98
Na2CO3-Na2CO3-3,MCL-MCL-3	0.0	0.8	1.4	-0.60
Na2CO3-Na2CO3-3,MCL-MCL-4	0.0	1.0	1.4	-0.75
Na2CO3-Na2CO3-3,MCL-MCL-5	0.0	0.8	1.4	-0.59
Na2CO3-Na2CO3-4,MCL-MCL-1	0.0	0.6	1.3	-0.47
Na2CO3-Na2CO3-4,MCL-MCL-2	0.0	0.5	1.3	-0.37
Na2CO3-Na2CO3-4,MCL-MCL-3	2.7	0.8	1.4	1.37
Na2CO3-Na2CO3-4,MCL-MCL-4	0.0	1.0	1.4	-0.66
Na2CO3-Na2CO3-4,MCL-MCL-5	0.0	0.7	1.4	-0.49
Na2CO3-Na2CO3-5,MCL-MCL-1	0.0	0.7	1.4	-0.50
Na2CO3-Na2CO3-5,MCL-MCL-2	0.0	0.5	1.2	-0.40
Na2CO3-Na2CO3-5,MCL-MCL-3	0.0	0.7	1.3	-0.55
Na2CO3-Na2CO3-5,MCL-MCL-4	0.0	1.1	1.5	-0.74
Na2CO3-Na2CO3-5,MCL-MCL-5	0.0	0.7	1.4	-0.52
Na2CO3-Na2CO3-1,Cro-Cro-1	31.1	1.4	1.6	19.17
Na2CO3-Na2CO3-1,Cro-Cro-2	29.3	1.4	1.5	18.12
Na2CO3-Na2CO3-1,Cro-Cro-3	23.3	0.8	1.3	16.71
Na2CO3-Na2CO3-1,Cro-Cro-4	27.6	1.3	1.4	18.36
Na2CO3-Na2CO3-1,Cro-Cro-5	30.9	1.0	1.4	21.54
Na2CO3-Na2CO3-2,Cro-Cro-1	29.1	1.1	1.5	19.03
Na2CO3-Na2CO3-2,Cro-Cro-2	26.9	1.1	1.4	18.14
Na2CO3-Na2CO3-2,Cro-Cro-3	32.8	0.7	1.4	22.90
Na2CO3-Na2CO3-2,Cro-Cro-4	24.7	1.1	1.4	16.43
Na2CO3-Na2CO3-2,Cro-Cro-5	33.3	0.8	1.4	23.97
Na2CO3-Na2CO3-3,Cro-Cro-1	34.2	1.3	1.5	22.03
Na2CO3-Na2CO3-3,Cro-Cro-2	33.9	1.2	1.5	22.37
Na2CO3-Na2CO3-3,Cro-Cro-3	29.6	0.8	1.4	20.87
Na2CO3-Na2CO3-3,Cro-Cro-4	39.6	1.1	1.5	26.53
Na2CO3-Na2CO3-3,Cro-Cro-5	30.4	1.0	1.4	21.49
Na2CO3-Na2CO3-4,Cro-Cro-1	28.6	1.1	1.4	19.33
Na2CO3-Na2CO3-4,Cro-Cro-2	26.4	1.3	1.5	16.70
Na2CO3-Na2CO3-4,Cro-Cro-3	40.6	0.6	1.3	30.56
Na2CO3-Na2CO3-4,Cro-Cro-4	26.3	1.1	1.5	16.77
Na2CO3-Na2CO3-4,Cro-Cro-5	45.0	0.9	1.5	29.86
Na2CO3-Na2CO3-5,Cro-Cro-1	27.8	1.2	1.5	18.18
Na2CO3-Na2CO3-5,Cro-Cro-2	27.5	1.3	1.5	17.42
Na2CO3-Na2CO3-5,Cro-Cro-3	44.4	0.6	1.3	33.26
Na2CO3-Na2CO3-5,Cro-Cro-4	27.5	1.1	1.4	18.73
Na2CO3-Na2CO3-5,Cro-Cro-5	41.0	0.9	1.5	27.47
Na2CO3-Na2CO3-1,MG-MG-1	8.7	1.2	1.4	5.16
Na2CO3-Na2CO3-1,MG-MG-2	12.0	1.1	1.4	7.82
Na2CO3-Na2CO3-1,MG-MG-3	10.0	1.1	1.4	6.28
Na2CO3-Na2CO3-1,MG-MG-4	9.5	1.1	1.4	6.01
Na2CO3-Na2CO3-1,MG-MG-5	10.4	1.0	1.4	6.77
Na2CO3-Na2CO3-2,MG-MG-1	10.4	1.0	1.4	6.57
Na2CO3-Na2CO3-2,MG-MG-2	14.8	0.8	1.5	9.42
Na2CO3-Na2CO3-2,MG-MG-3	14.8	0.9	1.5	9.24
Na2CO3-Na2CO3-2,MG-MG-4	11.6	1.0	1.4	7.45
Na2CO3-Na2CO3-2,MG-MG-5	13.0	0.8	1.5	8.27
Na2CO3-Na2CO3-3,MG-MG-1	36.4	1.2	1.4	24.27
Na2CO3-Na2CO3-3,MG-MG-2	42.1	1.0	1.4	28.39
Na2CO3-Na2CO3-3,MG-MG-3	40.0	1.0	1.5	26.84
Na2CO3-Na2CO3-3,MG-MG-4	32.0	1.1	1.4	21.43
Na2CO3-Na2CO3-3,MG-MG-5	41.8	1.0	1.4	28.46
Na2CO3-Na2CO3-4,MG-MG-1	6.1	1.1	1.5	3.39
Na2CO3-Na2CO3-4,MG-MG-2	9.6	0.9	1.4	6.50
Na2CO3-Na2CO3-4,MG-MG-3	14.5	0.9	1.4	9.85
Na2CO3-Na2CO3-4,MG-MG-4	9.1	1.0	1.5	5.40
Na2CO3-Na2CO3-4,MG-MG-5	7.6	0.8	1.4	4.93
Na2CO3-Na2CO3-5,MG-MG-1	4.0	1.1	1.5	1.94
Na2CO3-Na2CO3-5,MG-MG-2	4.7	0.9	1.5	2.49
Na2CO3-Na2CO3-5,MG-MG-3	7.0	1.0	1.5	3.87
Na2CO3-Na2CO3-5,MG-MG-4	2.2	0.9	1.4	0.90
Na2CO3-Na2CO3-5,MG-MG-5	2.4	0.9	1.5	1.02
Na2CO3-Na2CO3-1,BuOH-BuOH-1	16.7	0.9	1.3	11.67
Na2CO3-Na2CO3-1,BuOH-BuOH-2	10.5	1.0	1.4	6.67
Na2CO3-Na2CO3-1,BuOH-BuOH-3	8.3	0.9	1.4	5.48
Na2CO3-Na2CO3-1,BuOH-BuOH-4	5.1	0.6	1.2	3.56
Na2CO3-Na2CO3-1,BuOH-BuOH-5	13.6	1.0	1.4	8.96
Na2CO3-Na2CO3-2,BuOH-BuOH-1	13.0	0.9	1.5	7.88
Na2CO3-Na2CO3-2,BuOH-BuOH-2	2.6	0.9	1.5	1.20
Na2CO3-Na2CO3-2,BuOH-BuOH-3	7.8	0.8	1.5	4.81
Na2CO3-Na2CO3-2,BuOH-BuOH-4	3.3	0.5	1.2	2.35
Na2CO3-Na2CO3-2,BuOH-BuOH-5	2.4	1.0	1.6	0.89
Na2CO3-Na2CO3-3,BuOH-BuOH-1	26.4	0.9	1.4	18.37
Na2CO3-Na2CO3-3,BuOH-BuOH-2	2.2	0.9	1.4	0.94
Na2CO3-Na2CO3-3,BuOH-BuOH-3	13.2	0.9	1.4	8.77
Na2CO3-Na2CO3-3,BuOH-BuOH-4	5.4	0.6	1.2	3.99
Na2CO3-Na2CO3-3,BuOH-BuOH-5	4.1	1.0	1.4	2.17
Na2CO3-Na2CO3-4,BuOH-BuOH-1	12.7	0.9	1.5	7.84
Na2CO3-Na2CO3-4,BuOH-BuOH-2	5.1	0.9	1.4	2.96
Na2CO3-Na2CO3-4,BuOH-BuOH-3	10.1	0.8	1.5	6.35
Na2CO3-Na2CO3-4,BuOH-BuOH-4	6.5	0.6	1.3	4.47
Na2CO3-Na2CO3-4,BuOH-BuOH-5	4.7	1.0	1.5	2.43
Na2CO3-Na2CO3-5,BuOH-BuOH-1	7.3	0.9	1.4	4.50
Na2CO3-Na2CO3-5,BuOH-BuOH-2	2.5	0.9	1.5	1.08
Na2CO3-Na2CO3-5,BuOH-BuOH-3	4.9	0.8	1.4	2.89
Na2CO3-Na2CO3-5,BuOH-BuOH-4	3.1	0.6	1.3	1.97
Na2CO3-Na2CO3-5,BuOH-BuOH-5	2.2	1.0	1.4	0.90
Na2CO3-Na2CO3-1,CPC-CPC-1	2.8	0.3	0.9	2.70
Na2CO3-Na2CO3-1,CPC-CPC-2	10.8	0.9	1.4	7.22
Na2CO3-Na2CO3-1,CPC-CPC-3	8.7	0.9	1.3	5.87
Na2CO3-Na2CO3-1,CPC-CPC-4	8.7	0.9	1.4	5.56
Na2CO3-Na2CO3-1,CPC-CPC-5	10.8	0.9	1.4	7.20
Na2CO3-Na2CO3-2,CPC-CPC-1	3.8	0.3	1.1	3.22
Na2CO3-Na2CO3-2,CPC-CPC-2	10.8	0.8	1.5	6.68
Na2CO3-Na2CO3-2,CPC-CPC-3	11.0	0.8	1.5	7.00
Na2CO3-Na2CO3-2,CPC-CPC-4	8.2	0.7	1.5	5.04
Na2CO3-Na2CO3-2,CPC-CPC-5	10.8	0.8	1.5	6.67
Na2CO3-Na2CO3-3,CPC-CPC-1	3.0	0.3	0.9	2.98
Na2CO3-Na2CO3-3,CPC-CPC-2	18.2	0.9	1.4	12.15
Na2CO3-Na2CO3-3,CPC-CPC-3	13.8	0.9	1.4	9.20
Na2CO3-Na2CO3-3,CPC-CPC-4	11.5	0.9	1.4	7.35
Na2CO3-Na2CO3-3,CPC-CPC-5	15.9	1.0	1.4	10.31
Na2CO3-Na2CO3-4,CPC-CPC-1	3.7	0.3	1.1	3.24
Na2CO3-Na2CO3-4,CPC-CPC-2	10.5	0.8	1.4	6.96
Na2CO3-Na2CO3-4,CPC-CPC-3	2.7	0.7	1.4	1.37
Na2CO3-Na2CO3-4,CPC-CPC-4	5.3	0.8	1.5	3.03
Na2CO3-Na2CO3-4,CPC-CPC-5	7.9	0.8	1.5	4.85
Na2CO3-Na2CO3-5,CPC-CPC-1	0.0	0.3	1.1	-0.32
Na2CO3-Na2CO3-5,CPC-CPC-2	5.1	0.8	1.5	2.88
Na2CO3-Na2CO3-5,CPC-CPC-3	2.6	0.7	1.4	1.33
Na2CO3-Na2CO3-5,CPC-CPC-4	2.6	0.8	1.4	1.25
Na2CO3-Na2CO3-5,CPC-CPC-5	5.1	0.8	1.5	2.85
Lac-Lac-1,Mal-Mal-1	0.0	0.1	1.3	-0.11
Lac-Lac-1,Mal-Mal-2	0.0	0.1	1.2	-0.07
Lac-Lac-1,Mal-Mal-3	7.4	0.4	1.6	4.36
Lac-Lac-1,Mal-Mal-4	0.0	0.1	1.3	-0.08
Lac-Lac-1,Mal-Mal-5	11.1	0.1	1.2	9.48
Lac-Lac-2,Mal-Mal-1	0.0	0.2	1.5	-0.14
Lac-Lac-2,Mal-Mal-2	0.0	0.1	1.0	-0.06
Lac-Lac-2,Mal-Mal-3	0.0	0.4	1.6	-0.22
Lac-Lac-2,Mal-Mal-4	0.0	0.2	1.6	-0.11
Lac-Lac-2,Mal-Mal-5	0.0	0.2	1.5	-0.14
Lac-Lac-3,Mal-Mal-1	0.0	0.3	1.6	-0.19
Lac-Lac-3,Mal-Mal-2	0.0	0.2	1.3	-0.12
Lac-Lac-3,Mal-Mal-3	0.0	0.4	1.6	-0.27
Lac-Lac-3,Mal-Mal-4	0.0	0.1	0.8	-0.07
Lac-Lac-3,Mal-Mal-5	0.0	0.3	1.6	-0.19
Lac-Lac-4,Mal-Mal-1	0.0	0.2	1.2	-0.14
Lac-Lac-4,Mal-Mal-2	0.0	0.2	1.3	-0.11
Lac-Lac-4,Mal-Mal-3	12.5	0.4	1.7	7.23
Lac-Lac-4,Mal-Mal-4	0.0	0.1	1.2	-0.10
Lac-Lac-4,Mal-Mal-5	17.4	0.2	1.4	12.65
Lac-Lac-5,Mal-Mal-1	5.0	0.3	1.1	4.15
Lac-Lac-5,Mal-Mal-2	0.0	0.1	0.6	-0.11
Lac-Lac-5,Mal-Mal-3	8.0	0.5	1.4	5.35
Lac-Lac-5,Mal-Mal-4	0.0	0.1	0.9	-0.15
Lac-Lac-5,Mal-Mal-5	9.8	0.3	1.2	7.97
Lac-Lac-1,MCL-MCL-1	12.5	0.3	1.3	9.53
Lac-Lac-1,MCL-MCL-2	0.0	0.2	1.5	-0.16
Lac-Lac-1,MCL-MCL-3	5.6	0.4	1.5	3.33
Lac-Lac-1,MCL-MCL-4	3.8	0.3	1.1	3.22
Lac-Lac-1,MCL-MCL-5	0.0	0.3	1.2	-0.21
Lac-Lac-2,MCL-MCL-1	0.0	0.3	1.3	-0.22
Lac-Lac-2,MCL-MCL-2	0.0	0.2	1.4	-0.17
Lac-Lac-2,MCL-MCL-3	0.0	0.3	1.3	-0.22
Lac-Lac-2,MCL-MCL-4	0.0	0.4	1.2	-0.32
Lac-Lac-2,MCL-MCL-5	0.0	0.3	1.3	-0.23
Lac-Lac-3,MCL-MCL-1	5.3	0.4	1.6	3.11
Lac-Lac-3,MCL-MCL-2	0.0	0.3	1.3	-0.19
Lac-Lac-3,MCL-MCL-3	4.8	0.5	1.6	2.72
Lac-Lac-3,MCL-MCL-4	3.4	0.5	1.3	2.29
Lac-Lac-3,MCL-MCL-5	0.0	0.4	1.5	-0.29
Lac-Lac-4,MCL-MCL-1	5.4	0.4	1.3	3.76
Lac-Lac-4,MCL-MCL-2	0.0	0.4	1.8	-0.23
Lac-Lac-4,MCL-MCL-3	0.0	0.4	1.3	-0.29
Lac-Lac-4,MCL-MCL-4	0.0	0.5	1.3	-0.37
Lac-Lac-4,MCL-MCL-5	0.0	0.3	1.3	-0.23
Lac-Lac-5,MCL-MCL-1	21.8	0.5	1.4	15.10
Lac-Lac-5,MCL-MCL-2	0.0	0.4	1.3	-0.29
Lac-Lac-5,MCL-MCL-3	13.6	0.6	1.4	9.07
Lac-Lac-5,MCL-MCL-4	13.2	0.9	1.5	8.01
Lac-Lac-5,MCL-MCL-5	17.9	0.7	1.6	10.84
Lac-Lac-1,Cro-Cro-1	2.9	0.4	1.1	2.28
Lac-Lac-1,Cro-Cro-2	2.9	0.4	1.0	2.55
Lac-Lac-1,Cro-Cro-3	0.0	0.2	1.2	-0.19
Lac-Lac-1,Cro-Cro-4	0.0	0.3	1.1	-0.32
Lac-Lac-1,Cro-Cro-5	0.0	0.4	1.4	-0.31
Lac-Lac-2,Cro-Cro-1	2.9	0.4	1.1	2.33
Lac-Lac-2,Cro-Cro-2	2.9	0.4	1.0	2.52
Lac-Lac-2,Cro-Cro-3	6.1	0.3	1.4	4.23
Lac-Lac-2,Cro-Cro-4	0.0	0.4	1.1	-0.34
Lac-Lac-2,Cro-Cro-5	4.5	0.3	1.1	3.76
Lac-Lac-3,Cro-Cro-1	5.4	0.5	1.2	3.99
Lac-Lac-3,Cro-Cro-2	5.3	0.6	1.2	4.00
Lac-Lac-3,Cro-Cro-3	5.3	0.4	1.4	3.46
Lac-Lac-3,Cro-Cro-4	2.9	0.5	1.3	1.93
Lac-Lac-3,Cro-Cro-5	0.0	0.4	1.3	-0.33
Lac-Lac-4,Cro-Cro-1	2.7	0.6	1.3	1.71
Lac-Lac-4,Cro-Cro-2	2.7	0.5	1.2	1.88
Lac-Lac-4,Cro-Cro-3	0.0	0.4	1.4	-0.26
Lac-Lac-4,Cro-Cro-4	0.0	0.5	1.3	-0.41
Lac-Lac-4,Cro-Cro-5	8.3	0.5	1.4	5.82
Lac-Lac-5,Cro-Cro-1	26.4	1.0	1.5	17.05
Lac-Lac-5,Cro-Cro-2	23.9	0.9	1.4	16.20
Lac-Lac-5,Cro-Cro-3	7.3	0.7	1.5	4.28
Lac-Lac-5,Cro-Cro-4	21.2	0.8	1.4	14.99
Lac-Lac-5,Cro-Cro-5	12.1	0.8	1.6	7.09
Lac-Lac-1,MG-MG-1	3.3	0.4	1.1	2.67
Lac-Lac-1,MG-MG-2	8.7	0.3	1.1	7.61
Lac-Lac-1,MG-MG-3	13.0	0.3	1.2	10.81
Lac-Lac-1,MG-MG-4	7.8	0.4	1.2	6.18
Lac-Lac-1,MG-MG-5	4.8	0.4	1.4	3.09
Lac-Lac-2,MG-MG-1	3.2	0.4	1.1	2.61
Lac-Lac-2,MG-MG-2	4.3	0.3	1.1	3.54
Lac-Lac-2,MG-MG-3	4.3	0.3	1.2	3.24
Lac-Lac-2,MG-MG-4	3.8	0.4	1.2	2.90
Lac-Lac-2,MG-MG-5	4.7	0.4	1.4	2.94
Lac-Lac-3,MG-MG-1	6.0	0.5	1.2	4.61
Lac-Lac-3,MG-MG-2	7.7	0.5	1.4	4.95
Lac-Lac-3,MG-MG-3	11.5	0.4	1.3	8.48
Lac-Lac-3,MG-MG-4	10.5	0.5	1.3	7.57
Lac-Lac-3,MG-MG-5	8.3	0.5	1.4	5.43
Lac-Lac-4,MG-MG-1	3.0	0.5	1.3	1.99
Lac-Lac-4,MG-MG-2	3.9	0.6	1.5	2.24
Lac-Lac-4,MG-MG-3	3.9	0.5	1.3	2.72
Lac-Lac-4,MG-MG-4	3.6	0.5	1.3	2.41
Lac-Lac-4,MG-MG-5	4.3	0.4	1.3	2.97
Lac-Lac-5,MG-MG-1	9.5	0.9	1.5	5.88
Lac-Lac-5,MG-MG-2	11.6	0.8	1.5	7.41
Lac-Lac-5,MG-MG-3	17.4	0.8	1.5	11.22
Lac-Lac-5,MG-MG-4	8.1	0.8	1.5	4.87
Lac-Lac-5,MG-MG-5	9.2	0.7	1.4	5.92
Lac-Lac-1,BuOH-BuOH-1	0.0	0.3	1.1	-0.24
Lac-Lac-1,BuOH-BuOH-2	0.0	0.3	1.1	-0.25
Lac-Lac-1,BuOH-BuOH-3	0.0	0.3	1.2	-0.27
Lac-Lac-1,BuOH-BuOH-4	0.0	0.3	1.5	-0.19
Lac-Lac-1,BuOH-BuOH-5	4.1	0.4	1.3	2.94
Lac-Lac-2,BuOH-BuOH-1	4.7	0.4	1.2	3.44
Lac-Lac-2,BuOH-BuOH-2	0.0	0.4	1.4	-0.30
Lac-Lac-2,BuOH-BuOH-3	0.0	0.4	1.3	-0.28
Lac-Lac-2,BuOH-BuOH-4	0.0	0.2	1.3	-0.17
Lac-Lac-2,BuOH-BuOH-5	4.0	0.3	1.1	3.44
Lac-Lac-3,BuOH-BuOH-1	4.2	0.4	1.3	2.94
Lac-Lac-3,BuOH-BuOH-2	0.0	0.4	1.3	-0.31
Lac-Lac-3,BuOH-BuOH-3	4.2	0.5	1.4	2.68
Lac-Lac-3,BuOH-BuOH-4	0.0	0.4	1.7	-0.26
Lac-Lac-3,BuOH-BuOH-5	3.6	0.5	1.3	2.48
Lac-Lac-4,BuOH-BuOH-1	0.0	0.5	1.4	-0.35
Lac-Lac-4,BuOH-BuOH-2	4.3	0.4	1.4	2.76
Lac-Lac-4,BuOH-BuOH-3	0.0	0.5	1.4	-0.33
Lac-Lac-4,BuOH-BuOH-4	0.0	0.4	1.6	-0.23
Lac-Lac-4,BuOH-BuOH-5	3.7	0.5	1.3	2.41
Lac-Lac-5,BuOH-BuOH-1	15.4	0.7	1.4	10.58
Lac-Lac-5,BuOH-BuOH-2	18.8	0.8	1.6	11.55
Lac-Lac-5,BuOH-BuOH-3	9.2	0.6	1.4	6.23
Lac-Lac-5,BuOH-BuOH-4	8.3	0.5	1.4	5.78
Lac-Lac-5,BuOH-BuOH-5	22.2	0.8	1.5	13.89
Lac-Lac-1,CPC-CPC-1	0.0	0.2	1.6	-0.12
Lac-Lac-1,CPC-CPC-2	5.1	0.3	1.2	3.96
Lac-Lac-1,CPC-CPC-3	10.5	0.3	1.3	7.96
Lac-Lac-1,CPC-CPC-4	5.3	0.3	1.2	4.15
Lac-Lac-1,CPC-CPC-5	10.3	0.4	1.4	6.84
Lac-Lac-2,CPC-CPC-1	11.1	0.2	1.4	8.10
Lac-Lac-2,CPC-CPC-2	10.0	0.3	1.2	8.30
Lac-Lac-2,CPC-CPC-3	10.3	0.3	1.2	8.02
Lac-Lac-2,CPC-CPC-4	10.3	0.4	1.4	7.03
Lac-Lac-2,CPC-CPC-5	10.0	0.4	1.5	6.57
Lac-Lac-3,CPC-CPC-1	8.7	0.2	1.4	5.89
Lac-Lac-3,CPC-CPC-2	13.3	0.4	1.4	9.28
Lac-Lac-3,CPC-CPC-3	13.6	0.5	1.4	9.16
Lac-Lac-3,CPC-CPC-4	18.2	0.4	1.4	13.12
Lac-Lac-3,CPC-CPC-5	22.2	0.5	1.4	15.44
Lac-Lac-4,CPC-CPC-1	9.1	0.2	1.4	6.24
Lac-Lac-4,CPC-CPC-2	4.5	0.4	1.3	3.09
Lac-Lac-4,CPC-CPC-3	9.3	0.4	1.3	6.62
Lac-Lac-4,CPC-CPC-4	9.3	0.4	1.4	6.48
Lac-Lac-4,CPC-CPC-5	9.1	0.5	1.4	5.98
Lac-Lac-5,CPC-CPC-1	5.0	0.3	1.2	4.03
Lac-Lac-5,CPC-CPC-2	9.7	0.7	1.4	6.33
Lac-Lac-5,CPC-CPC-3	0.0	0.6	1.4	-0.44
Lac-Lac-5,CPC-CPC-4	6.6	0.6	1.4	4.11
Lac-Lac-5,CPC-CPC-5	6.5	0.6	1.4	4.09
Mal-Mal-1,MCL-MCL-1	25.8	0.3	1.3	20.21
Mal-Mal-1,MCL-MCL-2	28.6	0.2	1.4	19.86
Mal-Mal-1,MCL-MCL-3	17.1	0.4	1.5	11.39
Mal-Mal-1,MCL-MCL-4	15.4	0.3	1.1	13.72
Mal-Mal-1,MCL-MCL-5	18.8	0.3	1.4	12.85
Mal-Mal-2,MCL-MCL-1	7.7	0.1	0.8	9.48
Mal-Mal-2,MCL-MCL-2	0.0	0.1	1.2	-0.10
Mal-Mal-2,MCL-MCL-3	0.0	0.2	1.1	-0.15
Mal-Mal-2,MCL-MCL-4	0.0	0.1	0.6	-0.15
Mal-Mal-2,MCL-MCL-5	0.0	0.2	1.1	-0.16
Mal-Mal-3,MCL-MCL-1	14.6	0.4	1.3	10.56
Mal-Mal-3,MCL-MCL-2	0.0	0.4	1.5	-0.25
Mal-Mal-3,MCL-MCL-3	4.4	0.5	1.5	2.55
Mal-Mal-3,MCL-MCL-4	6.5	0.5	1.3	4.61
Mal-Mal-3,MCL-MCL-5	9.5	0.5	1.5	6.04
Mal-Mal-4,MCL-MCL-1	0.0	0.1	0.9	-0.12
Mal-Mal-4,MCL-MCL-2	0.0	0.1	0.9	-0.07
Mal-Mal-4,MCL-MCL-3	0.0	0.1	0.9	-0.13
Mal-Mal-4,MCL-MCL-4	0.0	0.1	0.7	-0.17
Mal-Mal-4,MCL-MCL-5	0.0	0.1	0.9	-0.12
Mal-Mal-5,MCL-MCL-1	0.0	0.2	1.2	-0.20
Mal-Mal-5,MCL-MCL-2	0.0	0.2	1.5	-0.17
Mal-Mal-5,MCL-MCL-3	5.6	0.3	1.2	4.36
Mal-Mal-5,MCL-MCL-4	7.5	0.3	1.0	7.62
Mal-Mal-5,MCL-MCL-5	0.0	0.3	1.3	-0.21
Mal-Mal-1,Cro-Cro-1	0.0	0.4	1.1	-0.35
Mal-Mal-1,Cro-Cro-2	0.0	0.3	0.9	-0.31
Mal-Mal-1,Cro-Cro-3	0.0	0.3	1.4	-0.21
Mal-Mal-1,Cro-Cro-4	0.0	0.3	1.0	-0.31
Mal-Mal-1,Cro-Cro-5	0.0	0.4	1.3	-0.27
Mal-Mal-2,Cro-Cro-1	0.0	0.1	0.6	-0.19
Mal-Mal-2,Cro-Cro-2	0.0	0.1	0.6	-0.20
Mal-Mal-2,Cro-Cro-3	0.0	0.1	0.9	-0.12
Mal-Mal-2,Cro-Cro-4	0.0	0.1	0.7	-0.20
Mal-Mal-2,Cro-Cro-5	0.0	0.1	0.9	-0.17
Mal-Mal-3,Cro-Cro-1	2.6	0.6	1.2	1.56
Mal-Mal-3,Cro-Cro-2	5.1	0.6	1.3	3.54
Mal-Mal-3,Cro-Cro-3	4.9	0.4	1.4	3.20
Mal-Mal-3,Cro-Cro-4	0.0	0.7	1.4	-0.49
Mal-Mal-3,Cro-Cro-5	3.8	0.5	1.4	2.38
Mal-Mal-4,Cro-Cro-1	0.0	0.1	0.6	-0.21
Mal-Mal-4,Cro-Cro-2	0.0	0.1	0.6	-0.20
Mal-Mal-4,Cro-Cro-3	0.0	0.1	0.6	-0.08
Mal-Mal-4,Cro-Cro-4	0.0	0.1	0.6	-0.17
Mal-Mal-4,Cro-Cro-5	0.0	0.1	0.8	-0.15
Mal-Mal-5,Cro-Cro-1	5.9	0.3	1.0	5.72
Mal-Mal-5,Cro-Cro-2	5.8	0.3	0.9	5.84
Mal-Mal-5,Cro-Cro-3	0.0	0.3	1.3	-0.21
Mal-Mal-5,Cro-Cro-4	6.5	0.4	1.1	5.76
Mal-Mal-5,Cro-Cro-5	4.7	0.3	1.2	3.73
Mal-Mal-1,MG-MG-1	0.0	0.3	1.0	-0.28
Mal-Mal-1,MG-MG-2	0.0	0.2	1.1	-0.23
Mal-Mal-1,MG-MG-3	0.0	0.3	1.1	-0.23
Mal-Mal-1,MG-MG-4	0.0	0.4	1.2	-0.31
Mal-Mal-1,MG-MG-5	0.0	0.3	1.1	-0.24
Mal-Mal-2,MG-MG-1	0.0	0.1	0.7	-0.19
Mal-Mal-2,MG-MG-2	0.0	0.1	0.8	-0.17
Mal-Mal-2,MG-MG-3	0.0	0.1	0.7	-0.15
Mal-Mal-2,MG-MG-4	0.0	0.1	0.7	-0.15
Mal-Mal-2,MG-MG-5	0.0	0.1	0.8	-0.15
Mal-Mal-3,MG-MG-1	2.9	0.6	1.3	1.69
Mal-Mal-3,MG-MG-2	7.3	0.6	1.4	4.79
Mal-Mal-3,MG-MG-3	7.3	0.5	1.3	5.25
