1)riId,2)riType,3)regulatorId,4)regulatorName,17)firstGene,19)targetTuOrGene,20)confidenceLevel
RDBECOLIRIC01785,tf-promoter,RDBECOLITFC00169,BtsR,yobF,RDBECOLITUC01747:yobF-cspC,S
RDBECOLIRIC01786,tf-promoter,RDBECOLITFC00169,BtsR,yobF,RDBECOLITUC01747:yobF-cspC,S
RDBECOLIRIC01789,tf-tu,RDBECOLITFC00098,ArcA,dsbB,RDBECOLITUC00433:dsbB,S
RDBECOLIRIC01790,tf-tu,RDBECOLITFC00098,ArcA,ynaJ,RDBECOLITUC00473:ynaJ,S
RDBECOLIRIC01791,tf-tu,RDBECOLITFC00098,ArcA,mqo,RDBECOLITUC00783:mqo,S
RDBECOLIRIC01792,tf-tu,RDBECOLITFC00098,ArcA,ndk,RDBECOLITUC00871:ndk,S
RDBECOLIRIC01793,tf-tu,RDBECOLITFC00098,ArcA,yfiF,RDBECOLITUC02920:yfiF,S
RDBECOLIRIC01794,tf-tu,RDBECOLITFC00098,ArcA,kgtP,RDBECOLITUC00891:kgtP,S
RDBECOLIRIC01795,tf-gene,RDBECOLITFC00098,ArcA,pncB,RDBECOLIGNC00732:pncB,S
RDBECOLIRIC01796,tf-tu,RDBECOLITFC00098,ArcA,yhjE,RDBECOLITUC01159:yhjE,S
RDBECOLIRIC01797,tf-tu,RDBECOLITFC00098,ArcA,yhgE,RDBECOLITUC02767:yhgE,S
RDBECOLIRIC01819,tf-promoter,RDBECOLITFC00196,BasR,emrD,RDBECOLITUC01202:emrD,W
RDBECOLIRIC01820,tf-promoter,RDBECOLITFC00066,StpA,casA,RDBECOLITUC00936:casABCDE12,C
RDBECOLIRIC01821,tf-promoter,RDBECOLITFC00020,H-NS,malE,RDBECOLITUC03075:malEFGH,W
RDBECOLIRIC01822,tf-promoter,RDBECOLITFC00066,StpA,malE,RDBECOLITUC03075:malEFGH,W
RDBECOLIRIC01823,tf-gene,RDBECOLITFC00109,ArgR,aroK,RDBECOLIGNC00077:aroK,S
RDBECOLIRIC01824,tf-gene,RDBECOLITFC00109,ArgR,aroP,RDBECOLIGNC00080:aroP,S
RDBECOLIRIC01825,tf-gene,RDBECOLITFC00109,ArgR,cvpA,RDBECOLIGNC00165:cvpA,S
RDBECOLIRIC01826,tf-gene,RDBECOLITFC00109,ArgR,dacC,RDBECOLIGNC00197:dacC,S
RDBECOLIRIC01827,tf-gene,RDBECOLITFC00109,ArgR,dps,RDBECOLIGNC01380:dps,S
RDBECOLIRIC01828,tf-gene,RDBECOLITFC00109,ArgR,eutS,RDBECOLIGNC04121:eutS,S
RDBECOLIRIC01829,tf-gene,RDBECOLITFC00109,ArgR,ftsZ,RDBECOLIGNC00341:ftsZ,S
RDBECOLIRIC01830,tf-gene,RDBECOLITFC00109,ArgR,gltB,RDBECOLIGNC00396:gltB,S
RDBECOLIRIC01831,tf-gene,RDBECOLITFC00109,ArgR,gltP,RDBECOLIGNC00398:gltP,S
RDBECOLIRIC01832,tf-gene,RDBECOLITFC00109,ArgR,gltP,RDBECOLIGNC00398:gltP,S
RDBECOLIRIC01833,tf-gene,RDBECOLITFC00109,ArgR,gltP,RDBECOLIGNC00398:gltP,S
RDBECOLIRIC01834,tf-gene,RDBECOLITFC00109,ArgR,hchA,RDBECOLIGNC03900:hchA,S
RDBECOLIRIC01835,tf-gene,RDBECOLITFC00109,ArgR,hchA,RDBECOLIGNC03900:hchA,S
RDBECOLIRIC01836,tf-gene,RDBECOLITFC00109,ArgR,hisL,RDBECOLIGNC01242:hisL,S
RDBECOLIRIC01837,tf-gene,RDBECOLITFC00109,ArgR,mcaS,RDBECOLIGNC02899:mcaS,S
RDBECOLIRIC01838,tf-gene,RDBECOLITFC00109,ArgR,lrp,RDBECOLIGNC00539:lrp,S
RDBECOLIRIC01839,tf-gene,RDBECOLITFC00109,ArgR,mukE,RDBECOLIGNC01226:mukE,S
RDBECOLIRIC01840,tf-gene,RDBECOLITFC00109,ArgR,pfkB,RDBECOLIGNC00691:pfkB,S
RDBECOLIRIC01841,tf-gene,RDBECOLITFC00109,ArgR,potF,RDBECOLIGNC01575:potF,S
RDBECOLIRIC01842,tf-gene,RDBECOLITFC00109,ArgR,puuB,RDBECOLIGNC01751:puuB,S
RDBECOLIRIC01843,tf-gene,RDBECOLITFC00109,ArgR,pyrL,RDBECOLIGNC01251:pyrL,S
RDBECOLIRIC01844,tf-gene,RDBECOLITFC00109,ArgR,stpA,RDBECOLIGNC01506:stpA,S
RDBECOLIRIC01845,tf-gene,RDBECOLITFC00109,ArgR,waaA,RDBECOLIGNC00512:waaA,S
RDBECOLIRIC01846,tf-gene,RDBECOLITFC00109,ArgR,yaaU,RDBECOLIGNC01518:yaaU,S
RDBECOLIRIC01847,tf-gene,RDBECOLITFC00109,ArgR,ydgI,RDBECOLIGNC03714:ydgI,S
RDBECOLIRIC01848,tf-gene,RDBECOLITFC00109,ArgR,yfcC,RDBECOLIGNC04021:yfcC,S
RDBECOLIRIC01849,tf-gene,RDBECOLITFC00109,ArgR,yffB,RDBECOLIGNC01130:yffB,S
RDBECOLIRIC01850,tf-gene,RDBECOLITFC00109,ArgR,ykgA,RDBECOLIGNC03065:ykgA,S
RDBECOLIRIC01851,tf-gene,RDBECOLITFC00109,ArgR,yraQ,RDBECOLIGNC04442:yraQ,S
RDBECOLIRIC01852,tf-gene,RDBECOLITFC00098,ArcA,acpP,RDBECOLIGNC02557:acpP,S
RDBECOLIRIC01853,tf-gene,RDBECOLITFC00098,ArcA,aldA,RDBECOLIGNC00032:aldA,S
RDBECOLIRIC01854,tf-gene,RDBECOLITFC00098,ArcA,arcA,RDBECOLIGNC00057:arcA,S
RDBECOLIRIC01855,tf-gene,RDBECOLITFC00098,ArcA,arcA,RDBECOLIGNC00057:arcA,S
RDBECOLIRIC01856,tf-gene,RDBECOLITFC00098,ArcA,argR,RDBECOLIGNC00066:argR,S
RDBECOLIRIC01857,tf-gene,RDBECOLITFC00098,ArcA,argR,RDBECOLIGNC00066:argR,S
RDBECOLIRIC01858,tf-gene,RDBECOLITFC00098,ArcA,argT,RDBECOLIGNC00068:argT,C
RDBECOLIRIC01859,tf-gene,RDBECOLITFC00098,ArcA,carA,RDBECOLIGNC00130:carA,S
RDBECOLIRIC01860,tf-gene,RDBECOLITFC00098,ArcA,glaH,RDBECOLIGNC04211:glaH,S
RDBECOLIRIC01861,tf-gene,RDBECOLITFC00098,ArcA,glaH,RDBECOLIGNC04211:glaH,S
RDBECOLIRIC01862,tf-gene,RDBECOLITFC00098,ArcA,cycA,RDBECOLIGNC02306:cycA,S
RDBECOLIRIC01863,tf-gene,RDBECOLITFC00098,ArcA,cydA,RDBECOLIGNC00168:cydA,S
RDBECOLIRIC01864,tf-gene,RDBECOLITFC00098,ArcA,cydA,RDBECOLIGNC00168:cydA,S
RDBECOLIRIC01865,tf-gene,RDBECOLITFC00098,ArcA,cydA,RDBECOLIGNC00168:cydA,S
RDBECOLIRIC01866,tf-gene,RDBECOLITFC00098,ArcA,cydA,RDBECOLIGNC00168:cydA,S
RDBECOLIRIC01867,tf-gene,RDBECOLITFC00098,ArcA,cydA,RDBECOLIGNC00168:cydA,S
RDBECOLIRIC01868,tf-gene,RDBECOLITFC00098,ArcA,cyoA,RDBECOLIGNC00173:cyoA,C
RDBECOLIRIC01869,tf-gene,RDBECOLITFC00098,ArcA,cyoA,RDBECOLIGNC00173:cyoA,S
RDBECOLIRIC01870,tf-gene,RDBECOLITFC00098,ArcA,dcuA,RDBECOLIGNC01202:dcuA,S
RDBECOLIRIC01871,tf-gene,RDBECOLITFC00098,ArcA,dcuA,RDBECOLIGNC01202:dcuA,S
RDBECOLIRIC01872,tf-gene,RDBECOLITFC00098,ArcA,dcuB,RDBECOLIGNC00005:dcuB,S
RDBECOLIRIC01873,tf-gene,RDBECOLITFC00098,ArcA,dcuB,RDBECOLIGNC00005:dcuB,S
RDBECOLIRIC01874,tf-gene,RDBECOLITFC00098,ArcA,dcuB,RDBECOLIGNC00005:dcuB,S
RDBECOLIRIC01875,tf-gene,RDBECOLITFC00098,ArcA,dppA,RDBECOLIGNC00242:dppA,S
RDBECOLIRIC01876,tf-gene,RDBECOLITFC00098,ArcA,fadE,RDBECOLIGNC03001:fadE,S
RDBECOLIRIC01877,tf-gene,RDBECOLITFC00098,ArcA,feoA,RDBECOLIGNC02002:feoA,S
RDBECOLIRIC01878,tf-gene,RDBECOLITFC00098,ArcA,feoA,RDBECOLIGNC02002:feoA,S
RDBECOLIRIC01879,tf-gene,RDBECOLITFC00098,ArcA,focA,RDBECOLIGNC01232:focA,S
RDBECOLIRIC01880,tf-gene,RDBECOLITFC00098,ArcA,focA,RDBECOLIGNC01232:focA,S
RDBECOLIRIC01881,tf-gene,RDBECOLITFC00098,ArcA,focA,RDBECOLIGNC01232:focA,S
RDBECOLIRIC01882,tf-gene,RDBECOLITFC00098,ArcA,folE,RDBECOLIGNC01342:folE,S
RDBECOLIRIC01883,tf-gene,RDBECOLITFC00098,ArcA,fumA,RDBECOLIGNC00349:fumA,S
RDBECOLIRIC01884,tf-gene,RDBECOLITFC00098,ArcA,gcvB,RDBECOLIGNC02870:gcvB,S
RDBECOLIRIC01885,tf-gene,RDBECOLITFC00098,ArcA,gcvB,RDBECOLIGNC02870:gcvB,S
RDBECOLIRIC01886,tf-gene,RDBECOLITFC00098,ArcA,glcC,RDBECOLIGNC04354:glcC,C
RDBECOLIRIC01887,tf-gene,RDBECOLITFC00098,ArcA,glcC,RDBECOLIGNC04354:glcC,C
RDBECOLIRIC01888,tf-gene,RDBECOLITFC00098,ArcA,glpD,RDBECOLIGNC00387:glpD,S
RDBECOLIRIC01889,tf-gene,RDBECOLITFC00098,ArcA,glpE,RDBECOLIGNC00388:glpE,S
RDBECOLIRIC01890,tf-gene,RDBECOLITFC00098,ArcA,kdpA,RDBECOLIGNC00505:kdpA,S
RDBECOLIRIC01891,tf-gene,RDBECOLITFC00098,ArcA,kdpA,RDBECOLIGNC00505:kdpA,S
RDBECOLIRIC01892,tf-gene,RDBECOLITFC00098,ArcA,kdpA,RDBECOLIGNC00505:kdpA,S
RDBECOLIRIC01893,tf-gene,RDBECOLITFC00098,ArcA,manA,RDBECOLIGNC00558:manA,S
RDBECOLIRIC01894,tf-gene,RDBECOLITFC00098,ArcA,mdh,RDBECOLIGNC00568:mdh,S
RDBECOLIRIC01895,tf-gene,RDBECOLITFC00098,ArcA,mdh,RDBECOLIGNC00568:mdh,S
RDBECOLIRIC01896,tf-gene,RDBECOLITFC00098,ArcA,micF,RDBECOLIGNC02500:micF,C
RDBECOLIRIC01897,tf-gene,RDBECOLITFC00098,ArcA,micF,RDBECOLIGNC02500:micF,S
RDBECOLIRIC01898,tf-gene,RDBECOLITFC00098,ArcA,msrB,RDBECOLIGNC02252:msrB,S
RDBECOLIRIC01899,tf-gene,RDBECOLITFC00098,ArcA,msrB,RDBECOLIGNC02252:msrB,S
RDBECOLIRIC01900,tf-gene,RDBECOLITFC00098,ArcA,msrB,RDBECOLIGNC02252:msrB,S
RDBECOLIRIC01901,tf-gene,RDBECOLITFC00098,ArcA,nudE,RDBECOLIGNC04530:nudE,S
RDBECOLIRIC01902,tf-gene,RDBECOLITFC00098,ArcA,nudE,RDBECOLIGNC04530:nudE,S
RDBECOLIRIC01903,tf-gene,RDBECOLITFC00098,ArcA,nupC,RDBECOLIGNC01893:nupC,S
RDBECOLIRIC01904,tf-gene,RDBECOLITFC00098,ArcA,nupC,RDBECOLIGNC01893:nupC,S
RDBECOLIRIC01905,tf-gene,RDBECOLITFC00098,ArcA,oppA,RDBECOLIGNC00666:oppA,S
RDBECOLIRIC01906,tf-gene,RDBECOLITFC00098,ArcA,oppA,RDBECOLIGNC00666:oppA,S
RDBECOLIRIC01907,tf-gene,RDBECOLITFC00098,ArcA,osmY,RDBECOLIGNC01357:osmY,S
RDBECOLIRIC01908,tf-gene,RDBECOLITFC00098,ArcA,osmY,RDBECOLIGNC01357:osmY,S
RDBECOLIRIC01909,tf-gene,RDBECOLITFC00098,ArcA,pepN,RDBECOLIGNC00687:pepN,S
RDBECOLIRIC01910,tf-gene,RDBECOLITFC00098,ArcA,phoH,RDBECOLIGNC01671:phoH,S
RDBECOLIRIC01911,tf-gene,RDBECOLITFC00098,ArcA,phoH,RDBECOLIGNC01671:phoH,S
RDBECOLIRIC01912,tf-gene,RDBECOLITFC00098,ArcA,pldA,RDBECOLIGNC00728:pldA,S
RDBECOLIRIC01913,tf-gene,RDBECOLITFC00098,ArcA,pldA,RDBECOLIGNC00728:pldA,S
RDBECOLIRIC01914,tf-gene,RDBECOLITFC00098,ArcA,pntA,RDBECOLIGNC00734:pntA,S
RDBECOLIRIC01915,tf-gene,RDBECOLITFC00098,ArcA,pntA,RDBECOLIGNC00734:pntA,S
RDBECOLIRIC01916,tf-gene,RDBECOLITFC00098,ArcA,potF,RDBECOLIGNC01575:potF,S
RDBECOLIRIC01917,tf-gene,RDBECOLITFC00098,ArcA,potF,RDBECOLIGNC01575:potF,S
RDBECOLIRIC01918,tf-gene,RDBECOLITFC00098,ArcA,putA,RDBECOLIGNC00791:putA,S
RDBECOLIRIC01919,tf-gene,RDBECOLITFC00098,ArcA,putP,RDBECOLIGNC00792:putP,S
RDBECOLIRIC01920,tf-gene,RDBECOLITFC00098,ArcA,puuA,RDBECOLIGNC03506:puuA,S
RDBECOLIRIC01921,tf-gene,RDBECOLITFC00098,ArcA,puuD,RDBECOLIGNC03507:puuD,S
RDBECOLIRIC01922,tf-gene,RDBECOLITFC00098,ArcA,rho,RDBECOLIGNC00835:rho,S
RDBECOLIRIC01923,tf-gene,RDBECOLITFC00098,ArcA,rstA,RDBECOLIGNC03717:rstA,S
RDBECOLIRIC01924,tf-gene,RDBECOLITFC00098,ArcA,rstA,RDBECOLIGNC03717:rstA,S
RDBECOLIRIC01925,tf-gene,RDBECOLITFC00098,ArcA,sstT,RDBECOLIGNC02369:sstT,S
RDBECOLIRIC01926,tf-gene,RDBECOLITFC00098,ArcA,sstT,RDBECOLIGNC02369:sstT,S
RDBECOLIRIC01927,tf-gene,RDBECOLITFC00098,ArcA,sthA,RDBECOLIGNC01391:sthA,S
RDBECOLIRIC01928,tf-gene,RDBECOLITFC00098,ArcA,sthA,RDBECOLIGNC01391:sthA,S
RDBECOLIRIC01929,tf-gene,RDBECOLITFC00098,ArcA,sthA,RDBECOLIGNC01391:sthA,S
RDBECOLIRIC01930,tf-gene,RDBECOLITFC00098,ArcA,thiC,RDBECOLIGNC01534:thiC,S
RDBECOLIRIC01931,tf-gene,RDBECOLITFC00098,ArcA,thrA,RDBECOLIGNC00986:thrA,S
RDBECOLIRIC01932,tf-gene,RDBECOLITFC00098,ArcA,tpx,RDBECOLIGNC03522:tpx,S
RDBECOLIRIC01933,tf-gene,RDBECOLITFC00098,ArcA,xthA,RDBECOLIGNC01061:xthA,S
RDBECOLIRIC01934,tf-gene,RDBECOLITFC00098,ArcA,xthA,RDBECOLIGNC01061:xthA,S
RDBECOLIRIC01935,tf-gene,RDBECOLITFC00098,ArcA,xthA,RDBECOLIGNC01061:xthA,S
RDBECOLIRIC01936,tf-gene,RDBECOLITFC00098,ArcA,ybfA,RDBECOLIGNC01474:ybfA,S
RDBECOLIRIC01937,tf-gene,RDBECOLITFC00098,ArcA,ybfA,RDBECOLIGNC01474:ybfA,S
RDBECOLIRIC01938,tf-gene,RDBECOLITFC00098,ArcA,ybfA,RDBECOLIGNC01474:ybfA,S
RDBECOLIRIC01939,tf-gene,RDBECOLITFC00098,ArcA,ybiU,RDBECOLIGNC03293:ybiU,S
RDBECOLIRIC01940,tf-gene,RDBECOLITFC00098,ArcA,ydgC,RDBECOLIGNC03716:ydgC,S
RDBECOLIRIC01941,tf-gene,RDBECOLITFC00098,ArcA,ydgC,RDBECOLIGNC03716:ydgC,S
RDBECOLIRIC01942,tf-gene,RDBECOLITFC00098,ArcA,yeiQ,RDBECOLIGNC01949:yeiQ,S
RDBECOLIRIC01943,tf-gene,RDBECOLITFC00098,ArcA,yeiQ,RDBECOLIGNC01949:yeiQ,S
RDBECOLIRIC01944,tf-gene,RDBECOLITFC00098,ArcA,yejG,RDBECOLIGNC01954:yejG,S
RDBECOLIRIC01945,tf-gene,RDBECOLITFC00098,ArcA,yejG,RDBECOLIGNC01954:yejG,C
RDBECOLIRIC01946,tf-gene,RDBECOLITFC00098,ArcA,yejG,RDBECOLIGNC01954:yejG,C
RDBECOLIRIC01947,tf-gene,RDBECOLITFC00098,ArcA,yieE,RDBECOLIGNC01659:yieE,S
RDBECOLIRIC01948,tf-gene,RDBECOLITFC00098,ArcA,yigI,RDBECOLIGNC01428:yigI,S
RDBECOLIRIC01949,tf-gene,RDBECOLITFC00098,ArcA,yigI,RDBECOLIGNC01428:yigI,S
RDBECOLIRIC01950,tf-gene,RDBECOLITFC00098,ArcA,yjiR,RDBECOLIGNC04673:yjiR,S
RDBECOLIRIC01951,tf-gene,RDBECOLITFC00098,ArcA,pqqU,RDBECOLIGNC03617:pqqU,S
RDBECOLIRIC01952,tf-gene,RDBECOLITFC00098,ArcA,pqqU,RDBECOLIGNC03617:pqqU,S
RDBECOLIRIC01953,tf-gene,RDBECOLITFC00098,ArcA,yncE,RDBECOLIGNC03618:yncE,S
RDBECOLIRIC01954,tf-gene,RDBECOLITFC00098,ArcA,yncE,RDBECOLIGNC03618:yncE,S
RDBECOLIRIC01955,tf-gene,RDBECOLITFC00098,ArcA,pyrS,RDBECOLIGNC04073:pyrS,S
RDBECOLIRIC01956,tf-gene,RDBECOLITFC00098,ArcA,pyrS,RDBECOLIGNC04073:pyrS,S
RDBECOLIRIC01957,tf-gene,RDBECOLITFC00098,ArcA,pyrS,RDBECOLIGNC04073:pyrS,S
RDBECOLIRIC01958,tf-gene,RDBECOLITFC00098,ArcA,igaA,RDBECOLIGNC04531:igaA,S
RDBECOLIRIC01959,tf-gene,RDBECOLITFC00098,ArcA,igaA,RDBECOLIGNC04531:igaA,S
RDBECOLIRIC01960,tf-gene,RDBECOLITFC00040,OmpR,acrR,RDBECOLIGNC02015:acrR,S
RDBECOLIRIC01961,tf-gene,RDBECOLITFC00040,OmpR,fadE,RDBECOLIGNC03001:fadE,S
RDBECOLIRIC01962,tf-gene,RDBECOLITFC00040,OmpR,gmhA,RDBECOLIGNC03002:gmhA,S
RDBECOLIRIC01963,tf-gene,RDBECOLITFC00040,OmpR,lpp,RDBECOLIGNC00536:lpp,S
RDBECOLIRIC01965,tf-gene,RDBECOLITFC00040,OmpR,ompX,RDBECOLIGNC02016:ompX,S
RDBECOLIRIC01966,tf-gene,RDBECOLITFC00040,OmpR,pdhR,RDBECOLIGNC01075:pdhR,S
RDBECOLIRIC01967,tf-gene,RDBECOLITFC00040,OmpR,rhtA,RDBECOLIGNC02031:rhtA,S
RDBECOLIRIC01968,tf-gene,RDBECOLITFC00040,OmpR,rob,RDBECOLIGNC01333:rob,S
RDBECOLIRIC01969,tf-gene,RDBECOLITFC00040,OmpR,sstT,RDBECOLIGNC02369:sstT,C
RDBECOLIRIC01970,tf-gene,RDBECOLITFC00040,OmpR,tolC,RDBECOLIGNC00997:tolC,S
RDBECOLIRIC01971,tf-gene,RDBECOLITFC00040,OmpR,tsgA,RDBECOLIGNC01236:tsgA,S
RDBECOLIRIC01972,tf-gene,RDBECOLITFC00080,GlaR,alaE,RDBECOLIGNC04216:alaE,S
RDBECOLIRIC01973,tf-gene,RDBECOLITFC00080,GlaR,apt,RDBECOLIGNC00047:apt,S
RDBECOLIRIC01974,tf-gene,RDBECOLITFC00080,GlaR,aroB,RDBECOLIGNC00070:aroB,S
RDBECOLIRIC01975,tf-gene,RDBECOLITFC00080,GlaR,aroP,RDBECOLIGNC00080:aroP,S
RDBECOLIRIC01976,tf-gene,RDBECOLITFC00080,GlaR,baeS,RDBECOLIGNC01563:baeS,S
RDBECOLIRIC01977,tf-gene,RDBECOLITFC00080,GlaR,bdcA,RDBECOLIGNC04620:bdcA,S
RDBECOLIRIC01978,tf-gene,RDBECOLITFC00080,GlaR,bssS,RDBECOLIGNC03422:bssS,S
RDBECOLIRIC01979,tf-gene,RDBECOLITFC00080,GlaR,cadC,RDBECOLIGNC00129:cadC,S
RDBECOLIRIC01980,tf-gene,RDBECOLITFC00080,GlaR,casA,RDBECOLIGNC04244:casA,S
RDBECOLIRIC01981,tf-gene,RDBECOLITFC00080,GlaR,cysN,RDBECOLIGNC00189:cysN,S
RDBECOLIRIC01982,tf-gene,RDBECOLITFC00080,GlaR,cysS,RDBECOLIGNC00191:cysS,S
RDBECOLIRIC01983,tf-gene,RDBECOLITFC00080,GlaR,dctR,RDBECOLIGNC01816:dctR,S
RDBECOLIRIC01984,tf-gene,RDBECOLITFC00080,GlaR,dinQ,RDBECOLIGNC02948:dinQ,S
RDBECOLIRIC01985,tf-gene,RDBECOLITFC00080,GlaR,elfC,RDBECOLIGNC03351:elfC,S
RDBECOLIRIC01986,tf-gene,RDBECOLITFC00080,GlaR,fhuE,RDBECOLIGNC00300:fhuE,S
RDBECOLIRIC01987,tf-gene,RDBECOLITFC00080,GlaR,gadW,RDBECOLIGNC02120:gadW,S
RDBECOLIRIC01988,tf-gene,RDBECOLITFC00080,GlaR,gadX,RDBECOLIGNC02121:gadX,S
RDBECOLIRIC01989,tf-gene,RDBECOLITFC00080,GlaR,gcvA,RDBECOLIGNC01726:gcvA,S
RDBECOLIRIC01990,tf-gene,RDBECOLITFC00080,GlaR,gdhA,RDBECOLIGNC00365:gdhA,S
RDBECOLIRIC01991,tf-gene,RDBECOLITFC00080,GlaR,gltF,RDBECOLIGNC01468:gltF,S
RDBECOLIRIC01992,tf-gene,RDBECOLITFC00080,GlaR,hinT,RDBECOLIGNC02062:hinT,S
RDBECOLIRIC01993,tf-gene,RDBECOLITFC00080,GlaR,htrE,RDBECOLIGNC01894:htrE,S
RDBECOLIRIC01994,tf-gene,RDBECOLITFC00080,GlaR,idnD,RDBECOLIGNC04633:idnD,S
RDBECOLIRIC01995,tf-gene,RDBECOLITFC00080,GlaR,idnK,RDBECOLIGNC02046:idnK,S
RDBECOLIRIC01996,tf-gene,RDBECOLITFC00080,GlaR,inaA,RDBECOLIGNC01385:inaA,S
RDBECOLIRIC01997,tf-gene,RDBECOLITFC00080,GlaR,kdsA,RDBECOLIGNC00510:kdsA,S
RDBECOLIRIC01998,tf-gene,RDBECOLITFC00080,GlaR,ldcC,RDBECOLIGNC02990:ldcC,S
RDBECOLIRIC01999,tf-gene,RDBECOLITFC00080,GlaR,lsrG,RDBECOLIGNC03658:lsrG,S
RDBECOLIRIC02000,tf-gene,RDBECOLITFC00080,GlaR,mglA,RDBECOLIGNC00584:mglA,S
RDBECOLIRIC02001,tf-gene,RDBECOLITFC00080,GlaR,mrdA,RDBECOLIGNC00598:mrdA,S
RDBECOLIRIC02002,tf-gene,RDBECOLITFC00080,GlaR,murD,RDBECOLIGNC00612:murD,S
RDBECOLIRIC02003,tf-gene,RDBECOLITFC00080,GlaR,nlpA,RDBECOLIGNC00649:nlpA,S
RDBECOLIRIC02004,tf-gene,RDBECOLITFC00080,GlaR,oxc,RDBECOLIGNC04066:oxc,S
RDBECOLIRIC02005,tf-gene,RDBECOLITFC00080,GlaR,pdhR,RDBECOLIGNC01075:pdhR,S
RDBECOLIRIC02006,tf-gene,RDBECOLITFC00080,GlaR,pdxA,RDBECOLIGNC00683:pdxA,S
RDBECOLIRIC02007,tf-gene,RDBECOLITFC00080,GlaR,phoH,RDBECOLIGNC01671:phoH,S
RDBECOLIRIC02008,tf-gene,RDBECOLITFC00080,GlaR,pliG,RDBECOLIGNC03477:pliG,S
RDBECOLIRIC02009,tf-gene,RDBECOLITFC00080,GlaR,ppiB,RDBECOLIGNC00748:ppiB,S
RDBECOLIRIC02010,tf-gene,RDBECOLITFC00080,GlaR,ppx,RDBECOLIGNC01368:ppx,S
RDBECOLIRIC02011,tf-gene,RDBECOLITFC00080,GlaR,priC,RDBECOLIGNC00755:priC,S
RDBECOLIRIC02012,tf-gene,RDBECOLITFC00080,GlaR,prmC,RDBECOLIGNC02277:prmC,S
RDBECOLIRIC02013,tf-gene,RDBECOLITFC00080,GlaR,rfbB,RDBECOLIGNC02268:rfbB,S
RDBECOLIRIC02014,tf-gene,RDBECOLITFC00080,GlaR,rhsD,RDBECOLIGNC00839:rhsD,S
RDBECOLIRIC02015,tf-gene,RDBECOLITFC00080,GlaR,rpiB,RDBECOLIGNC01756:rpiB,S
RDBECOLIRIC02016,tf-gene,RDBECOLITFC00080,GlaR,rpsF,RDBECOLIGNC00895:rpsF,S
RDBECOLIRIC02017,tf-gene,RDBECOLITFC00080,GlaR,rssB,RDBECOLIGNC02019:rssB,S
RDBECOLIRIC02018,tf-gene,RDBECOLITFC00080,GlaR,safA,RDBECOLIGNC03644:safA,S
RDBECOLIRIC02019,tf-gene,RDBECOLITFC00080,GlaR,sgcC,RDBECOLIGNC02316:sgcC,S
RDBECOLIRIC02020,tf-gene,RDBECOLITFC00080,GlaR,tam,RDBECOLIGNC03659:tam,S
RDBECOLIRIC02021,tf-gene,RDBECOLITFC00080,GlaR,tar,RDBECOLIGNC00976:tar,S
RDBECOLIRIC02022,tf-gene,RDBECOLITFC00080,GlaR,tehA,RDBECOLIGNC01810:tehA,S
RDBECOLIRIC02023,tf-gene,RDBECOLITFC00080,GlaR,ttdA,RDBECOLIGNC01150:ttdA,S
RDBECOLIRIC02024,tf-gene,RDBECOLITFC00080,GlaR,ttdR,RDBECOLIGNC02354:ttdR,S
RDBECOLIRIC02025,tf-gene,RDBECOLITFC00080,GlaR,ycbU,RDBECOLIGNC03353:ycbU,S
RDBECOLIRIC02026,tf-gene,RDBECOLITFC00080,GlaR,ycbV,RDBECOLIGNC03354:ycbV,S
RDBECOLIRIC02027,tf-gene,RDBECOLITFC00080,GlaR,csgI,RDBECOLIGNC03367:csgI,S
RDBECOLIRIC02028,tf-gene,RDBECOLITFC00080,GlaR,ycgJ,RDBECOLIGNC03476:ycgJ,S
RDBECOLIRIC02029,tf-gene,RDBECOLITFC00080,GlaR,ycgY,RDBECOLIGNC03487:ycgY,S
RDBECOLIRIC02030,tf-gene,RDBECOLITFC00080,GlaR,ychQ,RDBECOLIGNC03492:ychQ,S
RDBECOLIRIC02031,tf-gene,RDBECOLITFC00080,GlaR,yciU,RDBECOLIGNC03495:yciU,S
RDBECOLIRIC02032,tf-gene,RDBECOLITFC00080,GlaR,ycjP,RDBECOLIGNC03512:ycjP,S
RDBECOLIRIC02033,tf-gene,RDBECOLITFC00080,GlaR,ydeO,RDBECOLIGNC03643:ydeO,S
RDBECOLIRIC02034,tf-gene,RDBECOLITFC00080,GlaR,ydfK,RDBECOLIGNC03671:ydfK,S
RDBECOLIRIC02035,tf-gene,RDBECOLITFC00080,GlaR,yeaE,RDBECOLIGNC03817:yeaE,S
RDBECOLIRIC02036,tf-gene,RDBECOLITFC00080,GlaR,yehD,RDBECOLIGNC01912:yehD,S
RDBECOLIRIC02037,tf-gene,RDBECOLITFC00080,GlaR,yehE,RDBECOLIGNC01913:yehE,S
RDBECOLIRIC02038,tf-gene,RDBECOLITFC00080,GlaR,yehS,RDBECOLIGNC01921:yehS,S
RDBECOLIRIC02039,tf-gene,RDBECOLITFC00080,GlaR,yfbN,RDBECOLIGNC04012:yfbN,S
RDBECOLIRIC02040,tf-gene,RDBECOLITFC00080,GlaR,yfbO,RDBECOLIGNC04013:yfbO,S
RDBECOLIRIC02041,tf-gene,RDBECOLITFC00080,GlaR,hxpA,RDBECOLIGNC04018:hxpA,S
RDBECOLIRIC02042,tf-gene,RDBECOLITFC00080,GlaR,yfbU,RDBECOLIGNC04019:yfbU,S
