Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)
Ara+2, Ara+3, Ara+4, Ara-3, Ara-6	50.38	13.40	0.60
Ara+2, Ara+3, Ara+4, Ara-4, Ara-5	48.27	12.41	0.58
Ara+2, Ara+3, Ara+4, Ara-4, Ara-6	49.65	12.65	0.56
Ara+2, Ara+3, Ara+4, Ara-5, Ara-6	49.64	12.75	0.56
Ara+2, Ara+3, Ara+5, Ara-1, Ara-2	47.20	13.41	0.59
Ara+2, Ara+3, Ara+5, Ara-1, Ara-3	46.65	13.51	0.55
Ara+2, Ara+3, Ara+5, Ara-1, Ara-4	47.93	12.77	0.57
Ara+2, Ara+3, Ara+5, Ara-1, Ara-5	47.62	12.87	0.56
Ara+2, Ara+3, Ara+5, Ara-1, Ara-6	47.78	13.14	0.58
Ara+2, Ara+3, Ara+5, Ara-2, Ara-3	50.05	13.62	0.58
Ara+2, Ara+3, Ara+5, Ara-2, Ara-4	48.98	12.91	0.58
Ara+2, Ara+3, Ara+5, Ara-2, Ara-5	48.45	12.98	0.57
Ara+2, Ara+3, Ara+5, Ara-2, Ara-6	49.96	13.25	0.57
Ara+2, Ara+3, Ara+5, Ara-3, Ara-4	49.67	13.01	0.59
Ara+2, Ara+3, Ara+5, Ara-3, Ara-5	48.76	13.12	0.57
Ara+2, Ara+3, Ara+5, Ara-3, Ara-6	50.19	13.35	0.58
Ara+2, Ara+3, Ara+5, Ara-4, Ara-5	48.04	12.41	0.54
Ara+2, Ara+3, Ara+5, Ara-4, Ara-6	49.35	12.63	0.56
Ara+2, Ara+3, Ara+5, Ara-5, Ara-6	49.61	12.72	0.57
Ara+2, Ara+3, Ara-1, Ara-2, Ara-3	47.60	13.77	0.58
Ara+2, Ara+3, Ara-1, Ara-2, Ara-4	48.32	13.02	0.54
Ara+2, Ara+3, Ara-1, Ara-2, Ara-5	47.97	13.12	0.56
Ara+2, Ara+3, Ara-1, Ara-2, Ara-6	47.76	13.37	0.58
Ara+2, Ara+3, Ara-1, Ara-3, Ara-4	48.14	13.17	0.58
Ara+2, Ara+3, Ara-1, Ara-3, Ara-5	47.49	13.27	0.56
Ara+2, Ara+3, Ara-1, Ara-3, Ara-6	47.09	13.52	0.58
Ara+2, Ara+3, Ara-1, Ara-4, Ara-5	48.41	12.51	0.57
Ara+2, Ara+3, Ara-1, Ara-4, Ara-6	48.49	12.80	0.58
Ara+2, Ara+3, Ara-1, Ara-5, Ara-6	48.37	12.91	0.57
Ara+2, Ara+3, Ara-2, Ara-3, Ara-4	49.90	13.32	0.57
Ara+2, Ara+3, Ara-2, Ara-3, Ara-5	48.80	13.39	0.58
Ara+2, Ara+3, Ara-2, Ara-3, Ara-6	49.97	13.63	0.59
Ara+2, Ara+3, Ara-2, Ara-4, Ara-5	48.13	12.67	0.57
Ara+2, Ara+3, Ara-2, Ara-4, Ara-6	49.32	12.91	0.56
Ara+2, Ara+3, Ara-2, Ara-5, Ara-6	48.97	13.03	0.57
Ara+2, Ara+3, Ara-3, Ara-4, Ara-5	48.67	12.77	0.58
Ara+2, Ara+3, Ara-3, Ara-4, Ara-6	49.66	13.02	0.58
Ara+2, Ara+3, Ara-3, Ara-5, Ara-6	48.86	13.11	0.58
Ara+2, Ara+3, Ara-4, Ara-5, Ara-6	48.92	12.43	0.57
Ara+2, Ara+4, Ara+5, Ara-1, Ara-2	46.85	13.04	0.58
Ara+2, Ara+4, Ara+5, Ara-1, Ara-3	46.63	13.14	0.55
Ara+2, Ara+4, Ara+5, Ara-1, Ara-4	48.19	12.43	0.56
Ara+2, Ara+4, Ara+5, Ara-1, Ara-5	48.07	12.54	0.55
Ara+2, Ara+4, Ara+5, Ara-1, Ara-6	48.38	12.76	0.57
Ara+2, Ara+4, Ara+5, Ara-2, Ara-3	49.49	13.24	0.58
Ara+2, Ara+4, Ara+5, Ara-2, Ara-4	48.60	12.56	0.56
Ara+2, Ara+4, Ara+5, Ara-2, Ara-5	48.18	12.66	0.57
Ara+2, Ara+4, Ara+5, Ara-2, Ara-6	49.44	12.87	0.57
Ara+2, Ara+4, Ara+5, Ara-3, Ara-4	49.56	12.68	0.56
Ara+2, Ara+4, Ara+5, Ara-3, Ara-5	49.06	12.78	0.57
Ara+2, Ara+4, Ara+5, Ara-3, Ara-6	50.43	13.01	0.56
Ara+2, Ara+4, Ara+5, Ara-4, Ara-5	48.38	12.05	0.55
Ara+2, Ara+4, Ara+5, Ara-4, Ara-6	49.70	12.28	0.57
Ara+2, Ara+4, Ara+5, Ara-5, Ara-6	50.26	12.39	0.57
Ara+2, Ara+4, Ara-1, Ara-2, Ara-3	47.03	13.41	0.56
Ara+2, Ara+4, Ara-1, Ara-2, Ara-4	47.93	12.68	0.56
Ara+2, Ara+4, Ara-1, Ara-2, Ara-5	47.85	12.81	0.57
Ara+2, Ara+4, Ara-1, Ara-2, Ara-6	47.60	13.00	0.59
Ara+2, Ara+4, Ara-1, Ara-3, Ara-4	47.90	12.76	0.57
Ara+2, Ara+4, Ara-1, Ara-3, Ara-5	47.79	12.86	0.57
Ara+2, Ara+4, Ara-1, Ara-3, Ara-6	47.38	13.14	0.57
Ara+2, Ara+4, Ara-1, Ara-4, Ara-5	48.71	12.18	0.55
Ara+2, Ara+4, Ara-1, Ara-4, Ara-6	48.75	12.45	0.57
Ara+2, Ara+4, Ara-1, Ara-5, Ara-6	49.09	12.53	0.56
Ara+2, Ara+4, Ara-2, Ara-3, Ara-4	49.23	12.95	0.59
Ara+2, Ara+4, Ara-2, Ara-3, Ara-5	48.58	13.00	0.57
Ara+2, Ara+4, Ara-2, Ara-3, Ara-6	49.37	13.26	0.57
Ara+2, Ara+4, Ara-2, Ara-4, Ara-5	47.93	12.32	0.57
Ara+2, Ara+4, Ara-2, Ara-4, Ara-6	49.01	12.52	0.56
Ara+2, Ara+4, Ara-2, Ara-5, Ara-6	48.85	12.66	0.55
Ara+2, Ara+4, Ara-3, Ara-4, Ara-5	48.71	12.46	0.55
Ara+2, Ara+4, Ara-3, Ara-4, Ara-6	49.52	12.67	0.58
Ara+2, Ara+4, Ara-3, Ara-5, Ara-6	49.39	12.76	0.56
Ara+2, Ara+4, Ara-4, Ara-5, Ara-6	49.26	12.04	0.55
Ara+2, Ara+5, Ara-1, Ara-2, Ara-3	46.73	13.42	0.59
Ara+2, Ara+5, Ara-1, Ara-2, Ara-4	47.36	12.67	0.58
Ara+2, Ara+5, Ara-1, Ara-2, Ara-5	47.17	12.76	0.57
Ara+2, Ara+5, Ara-1, Ara-2, Ara-6	47.18	13.02	0.57
Ara+2, Ara+5, Ara-1, Ara-3, Ara-4	47.22	12.78	0.55
Ara+2, Ara+5, Ara-1, Ara-3, Ara-5	46.84	12.87	0.57
Ara+2, Ara+5, Ara-1, Ara-3, Ara-6	46.74	13.14	0.56
Ara+2, Ara+5, Ara-1, Ara-4, Ara-5	47.98	12.17	0.56
Ara+2, Ara+5, Ara-1, Ara-4, Ara-6	48.14	12.42	0.56
Ara+2, Ara+5, Ara-1, Ara-5, Ara-6	48.41	12.52	0.56
Ara+2, Ara+5, Ara-2, Ara-3, Ara-4	48.96	12.94	0.57
Ara+2, Ara+5, Ara-2, Ara-3, Ara-5	48.05	13.00	0.56
Ara+2, Ara+5, Ara-2, Ara-3, Ara-6	49.30	13.25	0.56
Ara+2, Ara+5, Ara-2, Ara-4, Ara-5	47.59	12.29	0.55
Ara+2, Ara+5, Ara-2, Ara-4, Ara-6	48.75	12.54	0.58
Ara+2, Ara+5, Ara-2, Ara-5, Ara-6	48.59	12.64	0.56
Ara+2, Ara+5, Ara-3, Ara-4, Ara-5	48.29	12.44	0.56
Ara+2, Ara+5, Ara-3, Ara-4, Ara-6	49.10	12.68	0.54
Ara+2, Ara+5, Ara-3, Ara-5, Ara-6	48.71	12.79	0.58
Ara+2, Ara+5, Ara-4, Ara-5, Ara-6	48.76	12.07	0.55
Ara+2, Ara-1, Ara-2, Ara-3, Ara-4	50.50	13.08	0.58
Ara+2, Ara-1, Ara-2, Ara-3, Ara-5	50.19	13.12	0.55
Ara+2, Ara-1, Ara-2, Ara-3, Ara-6	49.77	13.42	0.57
Ara+2, Ara-1, Ara-2, Ara-4, Ara-5	50.83	12.47	0.56
Ara+2, Ara-1, Ara-2, Ara-4, Ara-6	50.64	12.71	0.58
Ara+2, Ara-1, Ara-2, Ara-5, Ara-6	50.93	12.79	0.56
Ara+2, Ara-1, Ara-3, Ara-4, Ara-5	50.64	12.59	0.57
Ara+2, Ara-1, Ara-3, Ara-4, Ara-6	50.37	12.78	0.55
Ara+2, Ara-1, Ara-3, Ara-5, Ara-6	50.10	12.87	0.56
Ara+2, Ara-1, Ara-4, Ara-5, Ara-6	51.63	12.20	0.57
Ara+2, Ara-2, Ara-3, Ara-4, Ara-5	50.86	12.69	0.56
Ara+2, Ara-2, Ara-3, Ara-4, Ara-6	51.84	12.88	0.58
Ara+2, Ara-2, Ara-3, Ara-5, Ara-6	51.03	12.99	0.56
Ara+2, Ara-2, Ara-4, Ara-5, Ara-6	51.31	12.31	0.54
Ara+2, Ara-3, Ara-4, Ara-5, Ara-6	51.39	12.44	0.56
Ara+3, Ara+4, Ara+5, Ara-1, Ara-2	46.58	12.88	0.58
Ara+3, Ara+4, Ara+5, Ara-1, Ara-3	46.63	13.02	0.57
Ara+3, Ara+4, Ara+5, Ara-1, Ara-4	47.85	12.27	0.59
Ara+3, Ara+4, Ara+5, Ara-1, Ara-5	47.31	12.38	0.56
Ara+3, Ara+4, Ara+5, Ara-1, Ara-6	47.24	12.61	0.57
Ara+3, Ara+4, Ara+5, Ara-2, Ara-3	49.32	13.09	0.56
Ara+3, Ara+4, Ara+5, Ara-2, Ara-4	48.57	12.46	0.57
Ara+3, Ara+4, Ara+5, Ara-2, Ara-5	47.80	12.50	0.58
Ara+3, Ara+4, Ara+5, Ara-2, Ara-6	49.10	12.71	0.59
Ara+3, Ara+4, Ara+5, Ara-3, Ara-4	49.46	12.51	0.56
Ara+3, Ara+4, Ara+5, Ara-3, Ara-5	48.69	12.63	0.57
Ara+3, Ara+4, Ara+5, Ara-3, Ara-6	49.68	12.85	0.55
Ara+3, Ara+4, Ara+5, Ara-4, Ara-5	47.81	11.93	0.57
Ara+3, Ara+4, Ara+5, Ara-4, Ara-6	49.13	12.18	0.57
Ara+3, Ara+4, Ara+5, Ara-5, Ara-6	48.93	12.28	0.58
Ara+3, Ara+4, Ara-1, Ara-2, Ara-3	47.30	13.24	0.56
Ara+3, Ara+4, Ara-1, Ara-2, Ara-4	47.94	12.54	0.54
Ara+3, Ara+4, Ara-1, Ara-2, Ara-5	47.48	12.67	0.57
Ara+3, Ara+4, Ara-1, Ara-2, Ara-6	47.11	12.91	0.58
Ara+3, Ara+4, Ara-1, Ara-3, Ara-4	48.18	12.69	0.58
Ara+3, Ara+4, Ara-1, Ara-3, Ara-5	47.64	12.76	0.56
Ara+3, Ara+4, Ara-1, Ara-3, Ara-6	46.85	13.00	0.57
Ara+3, Ara+4, Ara-1, Ara-4, Ara-5	48.26	12.11	0.58
Ara+3, Ara+4, Ara-1, Ara-4, Ara-6	48.19	12.34	0.57
Ara+3, Ara+4, Ara-1, Ara-5, Ara-6	47.72	12.42	0.57
Ara+3, Ara+4, Ara-2, Ara-3, Ara-4	49.39	12.79	0.56
Ara+3, Ara+4, Ara-2, Ara-3, Ara-5	48.47	12.85	0.57
Ara+3, Ara+4, Ara-2, Ara-3, Ara-6	49.19	13.15	0.59
Ara+3, Ara+4, Ara-2, Ara-4, Ara-5	47.75	12.18	0.55
Ara+3, Ara+4, Ara-2, Ara-4, Ara-6	48.79	12.42	0.55
Ara+3, Ara+4, Ara-2, Ara-5, Ara-6	48.14	12.53	0.56
Ara+3, Ara+4, Ara-3, Ara-4, Ara-5	48.52	12.31	0.53
Ara+3, Ara+4, Ara-3, Ara-4, Ara-6	49.22	12.53	0.59
Ara+3, Ara+4, Ara-3, Ara-5, Ara-6	48.49	12.64	0.54
Ara+3, Ara+4, Ara-4, Ara-5, Ara-6	48.46	11.99	0.56
Ara+3, Ara+5, Ara-1, Ara-2, Ara-3	46.58	13.29	0.57
Ara+3, Ara+5, Ara-1, Ara-2, Ara-4	47.48	12.59	0.58
Ara+3, Ara+5, Ara-1, Ara-2, Ara-5	47.06	12.65	0.55
Ara+3, Ara+5, Ara-1, Ara-2, Ara-6	46.81	12.87	0.59
Ara+3, Ara+5, Ara-1, Ara-3, Ara-4	47.34	12.64	0.56
Ara+3, Ara+5, Ara-1, Ara-3, Ara-5	46.92	12.75	0.58
Ara+3, Ara+5, Ara-1, Ara-3, Ara-6	46.10	12.98	0.56
Ara+3, Ara+5, Ara-1, Ara-4, Ara-5	47.80	12.07	0.57
Ara+3, Ara+5, Ara-1, Ara-4, Ara-6	47.73	12.29	0.55
Ara+3, Ara+5, Ara-1, Ara-5, Ara-6	47.38	12.37	0.56
Ara+3, Ara+5, Ara-2, Ara-3, Ara-4	48.86	12.81	0.58
Ara+3, Ara+5, Ara-2, Ara-3, Ara-5	47.79	12.89	0.58
Ara+3, Ara+5, Ara-2, Ara-3, Ara-6	48.82	13.12	0.55
Ara+3, Ara+5, Ara-2, Ara-4, Ara-5	47.48	12.19	0.55
Ara+3, Ara+5, Ara-2, Ara-4, Ara-6	48.53	12.44	0.58
Ara+3, Ara+5, Ara-2, Ara-5, Ara-6	47.95	12.53	0.56
Ara+3, Ara+5, Ara-3, Ara-4, Ara-5	48.07	12.30	0.55
Ara+3, Ara+5, Ara-3, Ara-4, Ara-6	48.80	12.52	0.59
Ara+3, Ara+5, Ara-3, Ara-5, Ara-6	47.96	12.62	0.56
Ara+3, Ara+5, Ara-4, Ara-5, Ara-6	48.15	11.94	0.56
Ara+3, Ara-1, Ara-2, Ara-3, Ara-4	51.38	12.96	0.58
Ara+3, Ara-1, Ara-2, Ara-3, Ara-5	50.92	13.05	0.58
Ara+3, Ara-1, Ara-2, Ara-3, Ara-6	50.01	13.28	0.59
Ara+3, Ara-1, Ara-2, Ara-4, Ara-5	51.42	12.34	0.54
Ara+3, Ara-1, Ara-2, Ara-4, Ara-6	50.80	12.56	0.57
Ara+3, Ara-1, Ara-2, Ara-5, Ara-6	50.68	12.68	0.56
Ara+3, Ara-1, Ara-3, Ara-4, Ara-5	51.34	12.48	0.56
Ara+3, Ara-1, Ara-3, Ara-4, Ara-6	50.73	12.69	0.58
Ara+3, Ara-1, Ara-3, Ara-5, Ara-6	50.11	12.76	0.56
Ara+3, Ara-1, Ara-4, Ara-5, Ara-6	51.30	12.08	0.56
Ara+3, Ara-2, Ara-3, Ara-4, Ara-5	51.41	12.56	0.55
Ara+3, Ara-2, Ara-3, Ara-4, Ara-6	52.20	12.76	0.59
Ara+3, Ara-2, Ara-3, Ara-5, Ara-6	51.09	12.92	0.57
Ara+3, Ara-2, Ara-4, Ara-5, Ara-6	51.05	12.20	0.59
Ara+3, Ara-3, Ara-4, Ara-5, Ara-6	51.36	12.32	0.57
Ara+4, Ara+5, Ara-1, Ara-2, Ara-3	46.07	12.91	0.59
Ara+4, Ara+5, Ara-1, Ara-2, Ara-4	46.94	12.18	0.57
Ara+4, Ara+5, Ara-1, Ara-2, Ara-5	46.51	12.27	0.58
Ara+4, Ara+5, Ara-1, Ara-2, Ara-6	46.37	12.55	0.56
Ara+4, Ara+5, Ara-1, Ara-3, Ara-4	47.14	12.34	0.59
Ara+4, Ara+5, Ara-1, Ara-3, Ara-5	46.79	12.43	0.56
Ara+4, Ara+5, Ara-1, Ara-3, Ara-6	46.19	12.65	0.56
Ara+4, Ara+5, Ara-1, Ara-4, Ara-5	47.87	11.74	0.55
Ara+4, Ara+5, Ara-1, Ara-4, Ara-6	47.76	11.98	0.56
Ara+4, Ara+5, Ara-1, Ara-5, Ara-6	47.60	12.07	0.56
Ara+4, Ara+5, Ara-2, Ara-3, Ara-4	48.21	12.42	0.59
Ara+4, Ara+5, Ara-2, Ara-3, Ara-5	47.36	12.51	0.56
Ara+4, Ara+5, Ara-2, Ara-3, Ara-6	48.36	12.78	0.60
Ara+4, Ara+5, Ara-2, Ara-4, Ara-5	47.08	11.87	0.55
Ara+4, Ara+5, Ara-2, Ara-4, Ara-6	48.26	12.10	0.54
Ara+4, Ara+5, Ara-2, Ara-5, Ara-6	47.71	12.18	0.57
Ara+4, Ara+5, Ara-3, Ara-4, Ara-5	47.87	11.97	0.57
Ara+4, Ara+5, Ara-3, Ara-4, Ara-6	48.53	12.17	0.55
Ara+4, Ara+5, Ara-3, Ara-5, Ara-6	48.18	12.30	0.58
Ara+4, Ara+5, Ara-4, Ara-5, Ara-6	48.19	11.62	0.54
Ara+4, Ara-1, Ara-2, Ara-3, Ara-4	49.83	12.58	0.57
Ara+4, Ara-1, Ara-2, Ara-3, Ara-5	49.71	12.66	0.57
Ara+4, Ara-1, Ara-2, Ara-3, Ara-6	49.10	12.91	0.54
Ara+4, Ara-1, Ara-2, Ara-4, Ara-5	50.28	12.00	0.56
Ara+4, Ara-1, Ara-2, Ara-4, Ara-6	49.93	12.22	0.57
Ara+4, Ara-1, Ara-2, Ara-5, Ara-6	49.96	12.32	0.56
Ara+4, Ara-1, Ara-3, Ara-4, Ara-5	50.55	12.10	0.55
Ara+4, Ara-1, Ara-3, Ara-4, Ara-6	49.82	12.34	0.57
Ara+4, Ara-1, Ara-3, Ara-5, Ara-6	49.81	12.41	0.55
Ara+4, Ara-1, Ara-4, Ara-5, Ara-6	50.93	11.76	0.55
Ara+4, Ara-2, Ara-3, Ara-4, Ara-5	50.00	12.22	0.56
Ara+4, Ara-2, Ara-3, Ara-4, Ara-6	50.92	12.46	0.57
Ara+4, Ara-2, Ara-3, Ara-5, Ara-6	50.34	12.52	0.59
Ara+4, Ara-2, Ara-4, Ara-5, Ara-6	50.33	11.89	0.56
Ara+4, Ara-3, Ara-4, Ara-5, Ara-6	50.72	11.96	0.55
Ara+5, Ara-1, Ara-2, Ara-3, Ara-4	49.38	12.57	0.57
Ara+5, Ara-1, Ara-2, Ara-3, Ara-5	48.91	12.65	0.59
Ara+5, Ara-1, Ara-2, Ara-3, Ara-6	48.42	12.90	0.58
Ara+5, Ara-1, Ara-2, Ara-4, Ara-5	49.62	12.01	0.55
Ara+5, Ara-1, Ara-2, Ara-4, Ara-6	49.55	12.25	0.58
Ara+5, Ara-1, Ara-2, Ara-5, Ara-6	49.27	12.34	0.57
Ara+5, Ara-1, Ara-3, Ara-4, Ara-5	49.75	12.08	0.55
Ara+5, Ara-1, Ara-3, Ara-4, Ara-6	49.32	12.34	0.58
Ara+5, Ara-1, Ara-3, Ara-5, Ara-6	48.70	12.43	0.54
Ara+5, Ara-1, Ara-4, Ara-5, Ara-6	50.19	11.76	0.56
Ara+5, Ara-2, Ara-3, Ara-4, Ara-5	49.58	12.23	0.56
Ara+5, Ara-2, Ara-3, Ara-4, Ara-6	50.43	12.48	0.56
Ara+5, Ara-2, Ara-3, Ara-5, Ara-6	49.58	12.54	0.56
Ara+5, Ara-2, Ara-4, Ara-5, Ara-6	49.99	11.87	0.54
Ara+5, Ara-3, Ara-4, Ara-5, Ara-6	50.15	11.95	0.56
Ara-1, Ara-2, Ara-3, Ara-4, Ara-5	60.69	12.36	0.55
Ara-1, Ara-2, Ara-3, Ara-4, Ara-6	59.57	12.60	0.56
Ara-1, Ara-2, Ara-3, Ara-5, Ara-6	59.40	12.70	0.58
Ara-1, Ara-2, Ara-4, Ara-5, Ara-6	60.17	12.01	0.56
Ara-1, Ara-3, Ara-4, Ara-5, Ara-6	59.96	12.09	0.54
Ara-2, Ara-3, Ara-4, Ara-5, Ara-6	60.08	12.19	0.60
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-1	48.48	8.24	0.49
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-2	51.22	8.32	0.47
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-3	51.47	8.37	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-4	50.12	7.90	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-5	49.97	7.95	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara+5, Ara-6	52.38	8.12	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1, Ara-2	45.77	8.39	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1, Ara-3	45.42	8.45	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1, Ara-4	46.76	8.02	0.49
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1, Ara-5	46.13	8.07	0.50
Ara+1, Ara+2, Ara+3, Ara+4, Ara-1, Ara-6	46.48	8.21	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2, Ara-3	47.90	8.56	0.50
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2, Ara-4	47.15	8.10	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2, Ara-5	46.56	8.15	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-2, Ara-6	47.66	8.30	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3, Ara-4	47.89	8.15	0.46
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3, Ara-5	46.93	8.23	0.49
Ara+1, Ara+2, Ara+3, Ara+4, Ara-3, Ara-6	48.36	8.39	0.47
Ara+1, Ara+2, Ara+3, Ara+4, Ara-4, Ara-5	46.28	7.77	0.45
Ara+1, Ara+2, Ara+3, Ara+4, Ara-4, Ara-6	47.54	7.92	0.48
Ara+1, Ara+2, Ara+3, Ara+4, Ara-5, Ara-6	47.59	7.93	0.47
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1, Ara-2	44.91	8.40	0.48
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1, Ara-3	44.49	8.44	0.48
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1, Ara-4	45.78	7.99	0.49
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1, Ara-5	45.42	8.05	0.50
Ara+1, Ara+2, Ara+3, Ara+5, Ara-1, Ara-6	45.59	8.20	0.48
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2, Ara-3	47.19	8.56	0.50
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2, Ara-4	46.40	8.08	0.48
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2, Ara-5	46.00	8.11	0.47
Ara+1, Ara+2, Ara+3, Ara+5, Ara-2, Ara-6	47.18	8.31	0.50
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3, Ara-4	47.15	8.15	0.47
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3, Ara-5	46.33	8.21	0.50
Ara+1, Ara+2, Ara+3, Ara+5, Ara-3, Ara-6	47.58	8.37	0.50
Ara+1, Ara+2, Ara+3, Ara+5, Ara-4, Ara-5	45.64	7.79	0.49
Ara+1, Ara+2, Ara+3, Ara+5, Ara-4, Ara-6	46.83	7.91	0.49
Ara+1, Ara+2, Ara+3, Ara+5, Ara-5, Ara-6	47.10	7.98	0.48
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2, Ara-3	44.60	8.65	0.49
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2, Ara-4	45.40	8.18	0.45
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2, Ara-5	44.85	8.23	0.50
Ara+1, Ara+2, Ara+3, Ara-1, Ara-2, Ara-6	44.72	8.40	0.49
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3, Ara-4	45.20	8.25	0.46
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3, Ara-5	44.54	8.35	0.47
Ara+1, Ara+2, Ara+3, Ara-1, Ara-3, Ara-6	44.19	8.50	0.49
Ara+1, Ara+2, Ara+3, Ara-1, Ara-4, Ara-5	45.38	7.85	0.46
Ara+1, Ara+2, Ara+3, Ara-1, Ara-4, Ara-6	45.55	8.00	0.47
Ara+1, Ara+2, Ara+3, Ara-1, Ara-5, Ara-6	45.19	8.07	0.48
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3, Ara-4	46.76	8.33	0.50
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3, Ara-5	45.50	8.39	0.50
Ara+1, Ara+2, Ara+3, Ara-2, Ara-3, Ara-6	46.59	8.56	0.50
Ara+1, Ara+2, Ara+3, Ara-2, Ara-4, Ara-5	45.06	7.94	0.48
Ara+1, Ara+2, Ara+3, Ara-2, Ara-4, Ara-6	46.06	8.08	0.49
Ara+1, Ara+2, Ara+3, Ara-2, Ara-5, Ara-6	45.54	8.16	0.49
Ara+1, Ara+2, Ara+3, Ara-3, Ara-4, Ara-5	45.54	8.00	0.48
Ara+1, Ara+2, Ara+3, Ara-3, Ara-4, Ara-6	46.46	8.12	0.49
Ara+1, Ara+2, Ara+3, Ara-3, Ara-5, Ara-6	45.69	8.21	0.49
Ara+1, Ara+2, Ara+3, Ara-4, Ara-5, Ara-6	45.71	7.77	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1, Ara-2	44.91	8.14	0.46
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1, Ara-3	44.75	8.24	0.48
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1, Ara-4	46.09	7.80	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1, Ara-5	45.98	7.85	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-1, Ara-6	46.23	7.98	0.48
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2, Ara-3	47.13	8.33	0.49
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2, Ara-4	46.33	7.84	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2, Ara-5	45.93	7.92	0.48
Ara+1, Ara+2, Ara+4, Ara+5, Ara-2, Ara-6	47.15	8.07	0.49
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3, Ara-4	47.34	7.93	0.48
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3, Ara-5	46.79	7.97	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-3, Ara-6	48.11	8.13	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-4, Ara-5	46.10	7.53	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-4, Ara-6	47.29	7.68	0.47
Ara+1, Ara+2, Ara+4, Ara+5, Ara-5, Ara-6	47.83	7.73	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2, Ara-3	44.30	8.42	0.50
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2, Ara-4	45.06	7.93	0.49
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2, Ara-5	44.88	7.98	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-2, Ara-6	44.82	8.16	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3, Ara-4	45.09	8.02	0.47
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3, Ara-5	44.87	8.07	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-3, Ara-6	44.71	8.26	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-4, Ara-5	45.65	7.60	0.49
Ara+1, Ara+2, Ara+4, Ara-1, Ara-4, Ara-6	45.78	7.78	0.48
Ara+1, Ara+2, Ara+4, Ara-1, Ara-5, Ara-6	46.05	7.83	0.49
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3, Ara-4	46.16	8.08	0.49
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3, Ara-5	45.38	8.17	0.50
Ara+1, Ara+2, Ara+4, Ara-2, Ara-3, Ara-6	46.41	8.29	0.49
Ara+1, Ara+2, Ara+4, Ara-2, Ara-4, Ara-5	44.87	7.71	0.47
